"";"Symbol";"Chromosome";"Description";"Cluster";"WT_00Hr_1";"WT_00Hr_2";"WT_00Hr_3";"WT_02Hr_1";"WT_02Hr_2";"WT_02Hr_3";"WT_04Hr_1";"WT_04Hr_2";"WT_04Hr_3";"WT_06Hr_1";"WT_06Hr_2";"WT_06Hr_3";"WT_08Hr_1";"WT_08Hr_2";"WT_08Hr_3";"WT_10Hr_1";"WT_10Hr_2";"WT_10Hr_3";"WT_12Hr_1";"WT_12Hr_2";"WT_12Hr_3";"WT_14Hr_1";"WT_14Hr_2";"WT_14Hr_3";"WT_16Hr_1";"WT_16Hr_2";"WT_16Hr_3";"WT_18Hr_1";"WT_18Hr_2";"WT_18Hr_3";"WT_20Hr_1";"WT_20Hr_2";"WT_20Hr_3";"WT_22Hr_1";"WT_22Hr_2";"WT_22Hr_3"
"12575";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=12575"" target=""_blank"">Cdkn1a</a>";"17";"cyclin-dependent kinase inhibitor 1A (P21)";"Cluster_8";-0,0362;0,0456;-0,0095;0,782;0,4245;0,1252;-0,1169;-1,0442;-0,6813;-1,0962;-1,0137;-1,2088;-0,9428;-1,4059;-1,1661;-1,4161;-1,3704;-1,2311;-1,1427;-0,6545;-0,9913;-0,9077;-0,9457;-0,8058;-0,7149;0,4778;0,7139;1,9101;-1,1267;1,1111;0,8037;0,535;0,9716;2,0987;0,9311;1,1877
"13052";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=13052"" target=""_blank"">Cxadr</a>";"16";"coxsackie virus and adenovirus receptor";"Cluster_8";0,2146;-0,3288;0,1142;1,2568;0,1906;1,5664;0,0451;-0,1569;0,3391;0,2926;-0,3093;-0,8449;-0,873;-0,7765;-1,1991;-2,2495;-1,7656;-1,0583;-1,8951;0,0927;-2,8111;-1,839;-1,0939;-1,5762;-0,0465;-1,113;-0,8043;-0,1837;0,1131;0,2875;0,8978;0,7816;-0,557;0,3025;0,1348;0,8215
"13641";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=13641"" target=""_blank"">Efnb1</a>";"X";"ephrin B1";"Cluster_8";-0,109;0,1276;-0,0186;0,1539;0,0222;-0,6612;-0,3407;0,9453;-0,4406;0,8877;0,837;0,1661;-0,7709;-1,4546;-1,9114;-2,7176;-1,8397;-1,8519;-1,4364;-1,555;-2,6617;-0,9927;-1,1348;-1,9249;-0,5777;0,4941;0,6466;-1,0598;-0,2025;0,389;-0,607;-0,8743;-0,4144;-0,7967;0,3908;0,9074
"14287";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=14287"" target=""_blank"">Fpgs</a>";"2";"folylpolyglutamyl synthetase";"Cluster_8";-0,0733;0,1918;-0,1186;0,3311;0,5537;1,1258;1,4043;0,3429;0,6715;0,3023;0,5939;0,262;-1,0675;-1,2674;-1,3114;-2,0525;-2,0427;-2,0206;-1,3194;-1,566;-1,5838;-1,4135;-1,8843;-1,7603;-1,0622;-0,3046;-0,7636;-0,2416;-0,6126;-0,4495;0,3843;-1,1456;0,3221;-0,1956;0,8756;0,6609
"16157";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=16157"" target=""_blank"">Il11ra1</a>";"4";"interleukin 11 receptor, alpha chain 1";"Cluster_8";-0,1017;0,0726;0,0291;0,0457;-0,6335;0,0457;-0,0249;-1,278;-1,1751;-0,907;-0,2574;-1,4635;-1,4759;-1,958;-2,2444;-1,7321;-2,4072;-2,5638;-1,2709;-2,1036;-3,1746;-1,7517;-2,4315;-2,9176;-1,2198;-1,0891;-2,1992;-0,5745;-0,4583;-1,5934;-0,0249;0,8103;-1,3284;-0,369;-0,3001;-0,1096
"16402";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=16402"" target=""_blank"">Itga5</a>";"15";"integrin alpha 5 (fibronectin receptor alpha)";"Cluster_8";-0,1809;0,648;-0,4671;-1,4727;-1,6514;-0,3948;-1,7757;-1,9756;-0,0965;-1,4564;-2,6227;-1,9645;-2,4637;-2,3486;-2,2884;-2,3725;-2,2109;-2,504;-2,3104;-3,0506;-3,145;-1,6735;-1,4905;-1,7328;-1,2664;-1,4334;-2,1081;-0,2549;-0,9635;-0,921;-0,4202;-0,1474;0,5479;-0,4065;-0,9362;-0,3107
"16661";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=16661"" target=""_blank"">Krt10</a>";"11";"keratin 10";"Cluster_8";-0,5825;-0,2165;0,799;-1,0571;0,1014;-0,1795;-0,7643;-0,889;-0,2472;-1,1304;-0,3753;-0,6159;-1,7584;-1,6808;-0,8604;-1,0263;-1,571;-1,6183;-2,5809;-2,3267;-0,9467;-1,8573;-1,7199;-1,281;-0,9197;-0,5578;-1,2779;-0,5964;0,4873;0,5305;-0,0342;2,3941;0,3977;-0,549;1,1885;-0,4755
"16768";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=16768"" target=""_blank"">Lag3</a>";"6";"lymphocyte-activation gene 3";"Cluster_8";0,9738;-0,4244;-0,5494;0,0011;-0,859;0,5623;-0,6807;-1,5292;-0,6998;-1,6087;-1,4249;-1,2605;-1,9707;-1,4048;-2,2807;-2,2085;-2,4941;-2,3138;-2,1358;-1,3832;-1,9767;-2,2262;-2,0845;-1,9042;-0,6153;-0,92;-1,9443;0,2715;-0,3966;-0,0971;0,1275;-0,3493;-0,6575;0,689;-0,2072;0,6855
"18747";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=18747"" target=""_blank"">Prkaca</a>";"8";"protein kinase, cAMP dependent, catalytic, alpha";"Cluster_8";-0,5616;1,5018;-0,9402;-1,0002;-0,0036;-5e-04;-0,863;-0,0774;0,011;-1,3084;-0,9421;-0,9204;-0,7588;-1,0843;-2,287;-1,4806;-1,081;-2,1123;-1,403;-2,7552;-1,8336;-1,5694;-1,9279;-1,8565;-0,946;-2,0376;-1,3542;-0,7071;-1,0568;-1,258;0,4656;-0,8578;-0,3828;1,9474;-0,4738;0,8157
"18971";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=18971"" target=""_blank"">Pold1</a>";"7";"polymerase (DNA directed), delta 1, catalytic subunit";"Cluster_8";-0,701;0,3396;0,3614;0,5953;0,8708;0,1306;1,8089;-0,4065;1,1144;0,5476;-0,8298;-1,145;-0,8287;-1,5565;-0,947;-0,9685;-0,4915;-0,9386;-1,2694;-1,8095;-2,2842;-1,6263;-1,273;-1,8694;-0,5103;0,4267;-1,0117;0,4132;1,267;-0,9396;0,5437;0,1083;-0,1533;0,3119;0,2942;1,0779
"19116";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=19116"" target=""_blank"">Prlr</a>";"15";"prolactin receptor";"Cluster_8";-0,1745;-0,2578;0,4323;0,2178;-0,0147;-0,7258;-0,8025;-0,9714;-1,1433;-1,0433;-0,5938;-0,7464;-1,5173;-2,1414;-0,513;-0,6091;-1,5892;-1,7729;-1,6202;-2,4161;-1,8325;-1,3124;-2,1359;-2,7583;-2,485;-1,8601;-0,3784;-0,7663;-1,3753;0,6382;-1,1638;1,2691;0,6703;-0,8689;0,2274;0,8277
"20397";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=20397"" target=""_blank"">Sgpl1</a>";"10";"sphingosine phosphate lyase 1";"Cluster_8";-0,1562;-0,008;0,1642;0,1257;-1,237;-0,5905;-0,9191;-1,2418;-0,21;-0,3692;-1,9235;-1,0936;-1,1829;-1,418;-1,4143;-1,7421;-1,652;-1,1314;-2,1024;-2,2222;-2,5752;-1,6517;-2,026;-2,2308;-0,0843;-2,1198;-1,3795;0,1505;-1,1468;0,3464;1,1828;-0,5573;0,6698;1,0827;-0,2727;0,3226
"20500";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=20500"" target=""_blank"">Slc13a2</a>";"11";"solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2";"Cluster_8";-0,6565;0,069;0,5874;-0,3455;0,0162;0,8097;-0,1391;-0,6963;0,0206;0,3611;-0,6476;-1,6415;-1,1365;-1,304;-1,3244;-1,4759;-1,9664;-1,9644;-1,5249;-2,5282;-2,1899;-1,482;-1,9961;-1,5937;-0,6593;-1,2481;-1,0955;0,3337;-0,2638;0,1789;0,4222;1,3562;0,3935;0,6585;-0,5943;0,7383
"20969";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=20969"" target=""_blank"">Sdc1</a>";"12";"syndecan 1";"Cluster_8";-0,1702;-0,742;0,9121;0,1855;-0,0452;0,8906;-0,3057;-1,1633;-0,1198;0,0169;-0,696;-0,9853;-0,5757;-1,5406;-1,0845;-1,0072;-1,1346;-1,2736;-1,3531;-0,8192;-0,9245;-0,3625;-0,9504;-0,7854;-0,0372;-0,1666;0,1402;0,1615;-0,6228;0,6965;0,5273;3,4272;1,3973;0,8452;0,8429;1,2432
"21415";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=21415"" target=""_blank"">Tcf7l1</a>";"6";"transcription factor 7 like 1 (T cell specific, HMG box)";"Cluster_8";0,0511;0,676;-0,7271;-0,2628;-0,8817;-0,5592;-0,012;0,6963;-0,6509;0,1913;-0,3309;0,0484;-0,8988;-0,1805;-1,081;-0,8008;-2,094;-0,971;-0,2798;-2,0103;-1,4347;-1,4013;-1,3536;-1,8677;0,8176;0,8694;-0,1724;1,0654;0,2193;-0,1555;1,2434;2,4083;-0,0903;1,115;0,7998;0,3197
"21991";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=21991"" target=""_blank"">Tpi1</a>";"6";"triosephosphate isomerase 1";"Cluster_8";0,0322;-0,6313;0,5991;-0,2733;-1,0884;0,5424;-1,3659;-0,8406;-1,1732;-0,8812;-0,5694;-1,5283;-0,7912;-0,5519;-2,2295;-1,6695;-2,0366;-1,7817;-2,6062;-2,0536;-3,5032;-2,1608;-2,1159;-1,6069;-0,2041;-1,1852;-1,6761;-0,0958;-1,3353;-0,5267;0,606;-0,1437;-1,585;0,2322;0,059;0,5106
"22142";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=22142"" target=""_blank"">Tuba1a</a>";"15";"tubulin, alpha 1A";"Cluster_8";-0,3009;0,0878;0,2131;0,7613;1,1585;1,1391;0,6003;-0,4385;-0,7977;-0,7209;0,7552;-1,8635;-1,4214;-0,696;-1,5619;-2,1606;-1,058;-0,8129;-2,329;-0,93;-1,6057;-1,2602;-1,6799;-1,0796;0,6686;1,2228;-0,1176;0,2131;-1,0975;0,2045;-0,8756;0,9767;-0,6619;0,6333;0,4103;-0,55
"22143";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=22143"" target=""_blank"">Tuba1b</a>";"15";"tubulin, alpha 1B";"Cluster_8";-0,1231;-0,3659;0,489;0,0811;0,2613;1,573;-0,1319;-1,2102;0,5467;-0,8425;0,022;-0,9424;-1,2238;-1,6874;-1,7695;-2,4252;-1,5573;-1,3115;-2,1706;-2,3771;-2,2156;-0,7206;-0,696;-1,0046;0,5733;0,4819;-0,1616;0,461;0,1507;-0,1231;-0,055;0,8488;-0,1616;0,3082;-0,0244;0,4978
"22145";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=22145"" target=""_blank"">Tuba4a</a>";"1";"tubulin, alpha 4A";"Cluster_8";0,8634;0,4917;-1,355;-0,3167;0,5678;-0,116;0,2234;-0,8677;-0,1914;-0,6081;-0,8847;-1,4584;-1,263;-1,4715;-2,0546;-1,7768;-1,9949;-1,4543;-1,6551;-2,2548;-1,4278;-1,5251;-1,261;-2,1889;0,488;-0,0702;-1,7693;1,014;-1,1027;-1,7208;0,3197;-0,154;-0,6402;0,6851;1,0715;-0,2948
"23831";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=23831"" target=""_blank"">Car14</a>";"3";"carbonic anhydrase 14";"Cluster_8";0,5169;-0,5182;0,0014;0,3719;-0,5127;0,606;0,2126;-0,9115;-1,3286;-0,2239;-1,205;-0,4759;-0,9877;-0,7695;-1,183;-1,4924;-1,6465;-1,9653;-2,0886;-4,1775;-2,0524;-1,5912;-1,9763;-1,2632;-1,1805;-1,0185;-0,8609;-0,5528;-1,0648;0,5493;-0,0749;-0,5082;-0,0828;0,5791;-0,0517;0,566
"23956";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=23956"" target=""_blank"">Neu2</a>";"1";"neuraminidase 2";"Cluster_8";0,2442;-0,2589;0,0147;-0,3094;-0,3554;-0,4594;-0,6616;-1,6927;-0,6805;-1,1541;-0,9004;-1,3575;-0,8902;-1,7763;-1,899;-1,6755;-1,6046;-1,7968;-1,1103;-1,7772;-1,7243;-1,3075;-1,5433;-1,5883;0,5029;0,565;0,1167;0,951;1,3811;0,3765;1,2603;0,7463;0,164;0,2353;0,4702;0,6499
"23971";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=23971"" target=""_blank"">Papss1</a>";"3";"3'-phosphoadenosine 5'-phosphosulfate synthase 1";"Cluster_8";-0,5991;0,3532;0,246;0,0122;0,1396;0,4864;0,5606;-1,1202;-0,184;-0,7822;1,3166;-1,6779;-1,4714;-0,9899;-2,0056;-1,5551;-1,7188;-1,9507;-1,4346;-1,5728;-3,1686;-1,3349;-1,0258;-1,6535;-0,9806;-0,6394;-1,1365;0,0965;1,1958;-0,0574;0,7145;-0,6251;-1,0109;0,5305;-0,5342;-0,1772
"23989";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=23989"" target=""_blank"">Med24</a>";"11";"mediator complex subunit 24";"Cluster_8";-0,4175;0,3023;0,1152;1,207;0,2165;0,5514;0,6347;-0,5156;0,5841;0,2579;0,1534;-0,6663;-1,0485;-1,7172;-1,6125;-1,5581;-2,2436;-1,9486;-1,1413;-1,2036;-1,9927;-2,3341;-2,3789;-1,5695;-0,522;-1,0002;-1,2891;0,4329;0,0753;0,0215;0,4064;0,0077;-0,6767;0,8775;-0,3378;0,0138
"23991";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=23991"" target=""_blank"">Cib1</a>";"7";"calcium and integrin binding 1 (calmyrin)";"Cluster_8";0,1086;-0,2733;0,1647;-1,2686;0,1866;-1,0181;-0,4155;-0,8663;0,0327;0,5951;-1,5616;-1,087;-1,1371;-2,0218;-1,6361;-1,8454;-1,4652;-2,2181;-1,1766;-1,4471;-2,0886;-1,3551;-0,441;-1,3837;0,738;-0,5987;0,0983;0,7952;0,0692;-0,2034;0,377;2,5661;-0,8314;-0,1789;-0,1917;0,1086
"27395";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=27395"" target=""_blank"">Mrpl15</a>";"1";"mitochondrial ribosomal protein L15";"Cluster_8";-0,2794;-0,4546;0,7339;-0,4767;-1,0485;-0,1819;-1,0727;-1,7377;-0,8499;-1,3071;-1,1416;-1,3938;-1,5718;-2,5134;-1,8426;-1,5672;-1,8053;-2,0753;-2,1494;-2,7906;-2,1695;-2,2531;-2,1216;-2,1064;-1,7669;-1,6787;-1,288;-0,8845;-0,7965;-0,3386;-0,9616;0,9841;0,5856;0,0426;0,4667;0,7149
"53412";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=53412"" target=""_blank"">Ppp1r3c</a>";"19";"protein phosphatase 1, regulatory (inhibitor) subunit 3C";"Cluster_8";0,3356;-0,8213;0,4858;-0,4386;-0,2501;-0,9597;-0,7893;-1,9727;-0,4494;-1,8461;-1,4662;-1,1212;-1,6283;-1,5594;-1,1429;-2,6762;-2,7821;-2,8841;-2,5287;-3,6516;-0,5879;-2,3152;-2,1728;-1,0491;-2,3564;-2,1756;-1,3862;-1,164;-1,7698;-0,5102;-1,2541;-1,1373;-0,174;-0,1984;0,0226;0,0947
"53860";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=53860"" target=""_blank"">Sept9</a>";"11";"septin 9";"Cluster_8";-0,4696;0,0325;0,4371;0,387;0,0681;1,7411;0,1648;0,3834;1,2849;-0,0013;-0,4963;-0,6117;-0,7141;-1,1578;-0,5361;-1,1704;-0,8169;-1,0309;-2,1439;-1,8587;-0,8844;-2,1296;-1,6588;-1,7762;-0,3676;0,166;-0,5206;0,34;-0,3802;0,8697;1,2301;0,1555;1,0935;1,0474;-0,2546;1,0561
"54140";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=54140"" target=""_blank"">Avpr1a</a>";"10";"arginine vasopressin receptor 1A";"Cluster_8";-0,447;0,0808;0,3661;-0,4973;0,0296;-0,2795;-0,5738;-0,2183;-0,571;-0,8507;-0,7609;-0,9919;-1,2856;-1,711;-0,9049;-2,8151;-2,428;-2,1157;-2,4477;-2,4079;-2,7343;-3,1643;-2,9412;-2,5968;-1,4907;-1,6734;-1,6236;-0,7958;-0,984;-0,693;-0,5041;-0,6933;-0,171;-0,6156;-0,2067;0,159
"55963";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=55963"" target=""_blank"">Slc1a4</a>";"11";"solute carrier family 1 (glutamate/neutral amino acid transporter), member 4";"Cluster_8";-1,5308;1,3238;0,207;-0,5038;0,8362;0,394;-1,4284;-2,2071;-0,3275;-0,7936;-1,258;-0,541;-2,2561;-2,0463;-1,8128;-2,4517;-1,6023;-2,3331;-1,5366;-0,9587;-2,2911;-1,2034;-2,2086;-2,0003;-1,4922;-1,322;-1,3822;0,1597;0,1066;-0,8261;0,0788;0,5981;-1,1;-0,8499;-0,9914;0,0057
"56367";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=56367"" target=""_blank"">Scoc</a>";"8";"short coiled-coil protein";"Cluster_8";-1,3003;0,4428;0,8574;-0,17;0,2343;0,7104;0,0315;-1,6655;0,4514;-0,7165;0,3122;-0,0456;-1,7001;-1,5977;-1,6922;-1,8148;-2,0292;-1,0741;-1,2858;-1,6;-0,4157;-1,6094;-0,7934;-0,0867;-1,1172;0,336;-0,4065;0,429;1,3161;1,4776;0,7534;-0,0797;0,9729;-0,2978;0,1449;0,7875
"56513";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=56513"" target=""_blank"">Pard6a</a>";"8";"par-6 family cell polarity regulator alpha";"Cluster_8";-0,3654;0,1133;0,2521;-0,1626;-0,2684;-1,0056;-0,6404;-1,335;-1,1726;-0,2621;-0,4207;-2,2044;-2,326;-2,4546;-2,6069;-1,2819;-2,1409;-1,7469;-1,2517;-1,9664;-1,5934;-0,9409;-1,8552;-2,1456;-0,9116;-0,2136;-2,0448;-0,2601;1,5639;-0,7572;0,104;0,7002;0,3881;-1,2395;-0,2179;-0,0781
"57376";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=57376"" target=""_blank"">Smarce1</a>";"11";"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1";"Cluster_8";-0,4093;-0,5479;0,9572;-0,5148;-0,1212;-0,2385;0,3112;-1,5759;0,4129;-1,6608;-0,8002;-0,8607;-1,7386;-1,9827;-0,7398;-2,6168;-2,1255;-2,0695;-2,3616;-2,1524;-1,9035;-2,536;-2,1672;-1,7737;-1,2595;-0,8311;-0,974;-0,8349;-1,4744;-0,0094;-0,3769;-0,1242;0,0876;-0,557;0,7025;0,701
"59038";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=59038"" target=""_blank"">Pxmp4</a>";"2";"peroxisomal membrane protein 4";"Cluster_8";0,5451;-0,384;-0,1612;0,6819;0,9593;-1,4204;1,4241;0,6476;0,0137;-0,7595;0,0647;-0,5757;-1,638;-2,0763;-1,9818;-1,7072;-2,308;-1,9288;-1,8006;-1,5089;-1,0219;-0,9794;-1,8926;-0,9958;-0,9634;-1,4517;-0,9089;-0,1276;-1,9013;-0,7797;0,0742;-0,3382;-1,0669;0,5808;0,7459;-0,1502
"60595";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=60595"" target=""_blank"">Actn4</a>";"7";"actinin alpha 4";"Cluster_8";0,4635;-0,4019;-0,0616;0,3359;0,0185;0,5191;-0,174;-0,2455;-0,0059;-0,9027;-0,5248;-1,6087;-0,1258;-0,9147;-1,5717;-1,2582;-1,5517;-2,4563;-1,612;-2,633;-1,7693;-1,0226;-1,033;-1,0051;-0,5;-0,5296;-0,0349;1,0347;0,3736;0,6847;1,3697;0,6378;1,0102;0,093;0,4468;1,0087
"66124";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=66124"" target=""_blank"">Josd2</a>";"7";"Josephin domain containing 2";"Cluster_8";-0,6785;0,6058;0,0727;-0,3155;-0,0525;0,7316;0,6705;-1,1403;0,8777;-0,8788;0,1889;0,0302;-1,4382;-1,7098;-1,8871;-1,7925;-1,5161;-0,9492;-2,6986;-2,0544;-1,1457;-1,8871;-1,0903;-0,6178;-0,9817;0,5179;-0,3709;0,0272;0,2061;0,5302;-0,0108;1,1725;0,7385;-1,0305;-0,2783;0,898
"66379";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=66379"" target=""_blank"">Cox14</a>";"15";"cytochrome c oxidase assembly protein 14";"Cluster_8";-1,0394;1,1075;-0,0682;-0,8293;-0,7474;-0,2372;-1,1623;-0,7286;-0,047;-1,3759;-1,4923;0,1456;-1,2116;-1,2198;-0,8865;-2,1694;-2,0848;-1,9872;-2,4937;-3,7683;-1,4993;-2,8467;-2,2411;-1,2198;-2,7356;-0,9822;-2,0102;-0,8711;0,195;-0,8199;-0,2968;0,2399;-0,6422;-0,4031;-1,0576;-0,8293
"66469";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=66469"" target=""_blank"">Fam213b</a>";"4";"family with sequence similarity 213, member B";"Cluster_8";-0,3444;-0,3769;0,7213;-0,3013;-1,552;1,2318;-0,8851;-1,1678;-1,9186;-1,3458;-1,8453;-1,524;-1,7161;-1,673;-2,3815;-1,3539;-2,054;-2,5549;-1,2667;-2,254;-2,4085;-1,8453;-1,9451;-1,7803;-0,7694;-0,5553;-0,7065;-0,5553;-2,2867;-0,0221;0,2769;-1,3523;0,2413;0,1639;0,0107;0,5262
"66471";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=66471"" target=""_blank"">Anp32e</a>";"3";"acidic (leucine-rich) nuclear phosphoprotein 32 family, member E";"Cluster_8";-0,3809;-0,782;1,1629;-0,306;0,5529;0,3989;-0,2072;-0,5033;0,0777;-0,6274;0,1843;-0,9096;-1,4474;-1,3007;-0,8102;-1,0922;-2,3959;-1,7467;-1,8011;-1,7306;-0,9944;-0,5475;-1,6912;-0,4053;-0,5825;0,0816;0,5025;0,5207;1,2244;1,6236;1,3925;0,4282;0,3969;0,8063;0,5831;0,4688
"66612";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=66612"" target=""_blank"">Ormdl3</a>";"11";"ORM1-like 3 (S. cerevisiae)";"Cluster_8";0,112;-0,2129;0,101;-0,3803;-0,6066;0,0683;-0,9609;-1,123;0,1413;-0,484;-1,8803;-0,6579;-1,9235;-2,386;-1,7534;-2,6807;-1,8891;-1,8765;-2,453;-2,2645;-0,8039;-1,6584;-0,8171;-1,1657;-0,2078;-0,8575;0,2687;-0,0913;-0,9886;-0,2444;-0,121;-2,6159;0,845;0,8688;0,112;0,2334
"66890";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=66890"" target=""_blank"">Lman2</a>";"13";"lectin, mannose-binding 2";"Cluster_8";-0,202;0,0635;0,1385;-0,202;0,0844;-0,012;-0,4913;-0,7435;-0,571;-0,7318;-1,7172;-1,7685;-0,8991;-1,3555;-2,5662;-1,9296;-0,7773;-2,2947;-2,3048;-1,9945;-1,4304;-1,7209;-1,0012;-1,9144;0,0924;-0,229;-1,0228;0,2394;-0,139;-0,402;0,9204;1,702;-0,3859;0,6971;0,636;-0,5665
"67512";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=67512"" target=""_blank"">Agpat2</a>";"2";"1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta)";"Cluster_8";-0,0438;0,0051;0,0386;-0,6271;-0,247;1,0543;-0,0438;-0,639;0,3987;-1,285;-0,639;-1,1877;-2,3458;-2,028;-1,9467;-2,3403;-2,2565;-2,4012;-2,1121;-1,6109;-1,8104;-1,7334;-1,0858;-1,0936;-0,4147;0,0239;-0,567;-0,276;-0,2566;-0,1467;0,3517;-0,2321;0,5074;0,7554;0,3354;0,4289
"67669";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=67669"" target=""_blank"">l7Rn6</a>";"7";"lethal, Chr 7, Rinchik 6";"Cluster_8";0,0991;-0,2159;0,1167;-0,6027;-0,3045;-0,4357;0,3108;-0,4285;0,7736;-0,921;-0,8066;-0,7942;-1,2663;-0,7138;-0,9699;-1,3756;-1,4669;-0,8407;-1,5045;-2,1698;-1,6501;-0,951;-0,003;-1,0108;0,3768;1,1962;0,4327;-0,0428;1,9449;1,4651;0,206;0,3768;1,4968;-0,1617;1,4744;1,0172
"67895";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=67895"" target=""_blank"">Ppa1</a>";"10";"pyrophosphatase (inorganic) 1";"Cluster_8";-0,3928;0,0951;0,2976;-1,097;0,2389;0,4138;-0,9817;-1,0637;0,4138;-1,4597;-0,2382;-0,5594;-2,3388;-2,189;-1,4333;-1,7468;-2,2624;-1,3876;-2,9342;-0,8392;-1,5266;-1,8958;-1,3332;-0,7136;-0,4843;-1,3556;-0,3461;-0,4843;-0,3194;1,1746;-0,4843;1,1746;-0,0214;-0,3194;0,0675;0,9431
"67951";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=67951"" target=""_blank"">Tubb6</a>";"18";"tubulin, beta 6 class V";"Cluster_8";-0,4037;-0,607;1,0107;0,0232;-0,1914;0,6074;0,6229;0,5746;1,1254;-0,259;1,3382;-0,4122;-0,8436;-0,8429;-0,4966;-0,5598;-1,0344;-0,9214;-1,2741;-0,0234;-0,9446;-1,2138;-0,859;-1,2528;1,252;0,3766;0,5488;1,8743;-0,663;1,0795;0,9362;2,2021;-0,1016;1,0495;1,235;2,0055
"67991";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=67991"" target=""_blank"">Nacc2</a>";"2";"nucleus accumbens associated 2, BEN and BTB (POZ) domain containing";"Cluster_8";-0,747;0,3818;0,3652;-1,1175;0,0835;0,4451;-0,0535;-0,5088;1,3384;0,2655;-0,4807;1,0741;-1,1491;-1,1588;0,0076;-0,8844;-1,2399;-0,4847;-0,7983;-1,6063;-0,9708;-2,9217;-2,4211;-1,2634;0,1779;-0,5628;0,0489;0,1749;0,6112;1,1034;0,2752;0,4024;1,6401;0,3371;-1,0701;0,6802
"68192";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=68192"" target=""_blank"">Leprotl1</a>";"8";"leptin receptor overlapping transcript-like 1";"Cluster_8";0,3321;-0,1154;-0,2167;1e-04;-1,076;0,5127;0,1464;-0,2756;-0,3521;-0,9596;-0,7438;-0,7123;-1,7517;-2,6244;-1,7577;-2,703;-2,9691;-2,7827;-2,6134;-0,8257;-2,7651;-2,4979;-2,0534;-2,5396;-1,4853;-1,6074;-1,3966;-1,2024;-1,6785;-1,1317;-0,7842;-1,0994;-1,2114;-0,7454;-0,717;0,1369
"68337";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=68337"" target=""_blank"">Crip2</a>";"12";"cysteine rich protein 2";"Cluster_8";0,233;-0,1212;-0,1118;0,115;-0,1435;-0,6332;-0,2476;0,1451;-0,4474;-0,8958;-0,6417;-0,1925;-1,2084;-1,548;-1,4019;-2,3583;-2,1462;-1,9153;-2,6518;-1,0054;-2,8439;-2,3929;-2,4766;-2,7076;-1,3655;-1,0231;-1,389;-0,4155;-1,164;-1,0434;-0,1829;-0,4501;-0,0213;0,3194;0,7098;0,4639
