"";"Symbol";"Type";"Title";"Cluster";"Breast_GSM133995";"Breast_GSM134000";"Breast_GSM134005";"Breast_GSM134010";"Breast_GSM134015";"CNS_GSM134020";"CNS_GSM134025";"CNS_GSM134030";"CNS_GSM134035";"CNS_GSM134040";"CNS_GSM134045";"Colon_GSM134050";"Colon_GSM134055";"Colon_GSM134060";"Colon_GSM134065";"Colon_GSM134070";"Colon_GSM134075";"Colon_GSM134080";"Blood_GSM134085";"Blood_GSM134090";"Blood_GSM134095";"Blood_GSM134100";"Blood_GSM134105";"Blood_GSM134110";"Skin_GSM134115";"Skin_GSM134120";"Skin_GSM134125";"Skin_GSM134130";"Skin_GSM134135";"Skin_GSM134140";"Skin_GSM134145";"Skin_GSM134150";"Skin_GSM134155";"Skin_GSM134160";"Lung_GSM134165";"Lung_GSM134170";"Lung_GSM134175";"Lung_GSM134180";"Lung_GSM134185";"Lung_GSM134190";"Lung_GSM134195";"Lung_GSM134200";"Lung_GSM134209";"Ovary_GSM134214";"Ovary_GSM134219";"Ovary_GSM134224";"Ovary_GSM134229";"Ovary_GSM134234";"Ovary_GSM134239";"Ovary_GSM134244";"Prostate_GSM134249";"Prostate_GSM134254";"Kidney_GSM134259";"Kidney_GSM134264";"Kidney_GSM134269";"Kidney_GSM134274";"Kidney_GSM134279";"Kidney_GSM134284";"Kidney_GSM134289";"Kidney_GSM134294"
"84056";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=84056"" target=""_blank"">KATNAL1</a>";"protein-coding";"katanin p60 subunit A-like 1";"Cluster_8";-1,264;1,0346;1,2535;1,3265;-1,86;2,6521;1,8251;0,7549;0,3778;1,0103;0,8765;-1,2519;-1,5316;-0,1695;-0,2911;-1,1546;-1,0086;-0,8749;0,1589;-1,0573;-0,7289;-0,133;-1,2884;-0,5465;0,9251;0,4995;1,144;0,7913;1,0346;-0,4857;-0,0114;-0,7167;-0,1938;-0,6438;-0,4857;-0,51;1,6062;0,3292;-0,1938;0,0981;-1,5194;-0,6681;0,3778;-0,9357;-1,86;-0,887;-0,1208;1,4359;0,2197;0,767;-1,0086;-0,0478;-0,2911;1,5697;0,013;1,0589;1,1197;-0,3032;-0,6316;0,4143
"84617";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=84617"" target=""_blank"">TUBB6</a>";"protein-coding";"tubulin, beta 6 class V";"Cluster_8";-0,4185;0,7498;1,2846;-0,2128;-0,4514;-0,2457;0,7169;0,5688;0,6099;-1,052;0,4701;-1,85;-1,3564;-0,1141;0,0505;-1,4551;-0,8463;-1,307;-1,5374;-1,9241;0,4289;-1,669;-1,4387;0,6017;2,5022;-0,2704;-0,6982;-0,8216;-0,3527;-0,7229;-0,1717;0,0422;-0,9615;-1,0849;0,2397;0,0011;1,6548;0,141;2,2142;0,3137;-0,6571;-0,1881;0,6675;-0,1141;0,1081;0,3055;-0,4103;1,1118;0,3878;0,9966;-0,8381;1,3915;0,7086;-0,402;0,7416;1,2187;-0,0812;2,025;1,1365;0,2644
"84662";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=84662"" target=""_blank"">GLIS2</a>";"protein-coding";"GLIS family zinc finger 2";"Cluster_8";0,0439;0,2351;0,3821;-0,1179;0,1027;0,338;1,1028;1,8823;0,0586;1,0734;0,5439;-1,3974;-1,4857;0,2204;0,3674;1,044;-1,971;-1,368;-1,9563;-0,9268;-0,7209;-1,4269;-0,015;0,0145;-0,265;0,5292;-1,6769;-0,7503;-1,3974;-1,0445;-2,074;-1,0592;-0,5297;-0,8092;0,7351;0,4851;0,1762;-0,7944;0,3233;0,2057;-0,7356;0,8381;0,6028;0,2939;0,6175;-0,0738;0,4851;0,0145;1,4705;0,1321;-0,3385;-0,2503;0,5292;2,603;1,5734;1,6617;0,3527;1,0293;0,0439;1,0734
"84962";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=84962"" target=""_blank"">AJUBA</a>";"protein-coding";"ajuba LIM protein";"Cluster_8";-1,5598;1,928;0,9132;1,0415;0,0383;1,1931;-0,6266;-0,2183;-0,16;-0,6499;0,5982;-1,1049;-0,7316;-0,6849;0,5282;-0,51;-0,5683;0,0383;-1,0349;-1,3382;-1,5598;-1,4082;-1,2332;-0,8133;-0,6033;-1,2565;-1,7815;-0,2183;-0,9882;-0,7316;-1,7465;-0,9416;-1,0232;-1,4198;0,5982;0,3416;1,2515;1,9864;0,7965;0,1433;0,3416;-0,2533;-0,16;0,4582;0,9365;0,4466;0,6682;1,1931;1,5431;1,7764;-0,2067;0,6216;1,1931;-0,0434;0,9948;0,5982;0,6449;0,6799;0,6915;1,3915
"85360";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=85360"" target=""_blank"">SYDE1</a>";"protein-coding";"synapse defective 1, Rho GTPase, homolog 1 (C. elegans)";"Cluster_8";-0,4927;1,7108;2,2337;1,6548;-0,7541;2,2897;0,9265;0,7398;0,7024;1,4494;0,2169;-1,7998;-0,9969;-0,418;-1,2209;-1,3143;-1,4264;-1,389;-1,2396;-1,5944;-2,0426;-0,7914;-1,4077;-1,4637;0,7024;0,1236;0,7771;0,8518;0,553;-0,8288;0,2356;0,2356;1,412;1,0759;-0,1192;0,1609;0,0862;0,6464;-0,0072;-0,3246;-1,0716;-0,4367;0,6277;0,3103;-1,0716;-1,1836;0,441;0,1983;0,0862;0,2729;-0,2499;-0,1192;-0,2873;0,6838;0,0302;0,8518;0,7024;0,5717;0,2729;0,2169
"90627";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=90627"" target=""_blank"">STARD13</a>";"protein-coding";"StAR-related lipid transfer (START) domain containing 13";"Cluster_8";-0,4907;1,2637;0,6535;1,8167;0,8632;1,3972;0,5581;0,5009;-0,2428;1,0921;0,0432;-0,6624;-0,3954;-0,8721;-0,7577;-1,1772;-1,4442;-0,7005;-1,0628;-1,2154;-0,6814;-1,4633;-0,8912;-0,1856;0,2149;-2,1307;-1,101;1,5879;-0,1856;0,5963;-0,4335;-0,834;0,253;-0,5098;0,2339;-0,3191;0,4437;-0,0903;0,52;0,9014;0,1958;-1,6921;-1,5968;1,6832;-0,7005;-0,1284;-0,2047;1,6451;1,0921;0,4246;-1,5014;1,073;0,3102;0,3674;0,9967;-0,6624;0,253;2,0646;-0,4717;1,7595
"116496";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=116496"" target=""_blank"">FAM129A</a>";"protein-coding";"family with sequence similarity 129, member A";"Cluster_8";-1,1788;1,4679;0,6587;0,7093;-0,6225;0,861;1,274;0,0856;0,9453;0,6081;1,7882;-1,2968;-1,3642;-1,0861;-1,4654;-0,8163;-0,4539;-1,3052;-0,9006;0,5239;0,0434;-1,3895;-0,8332;2,4878;1,4257;-0,2179;0,5829;-1,0776;-0,5129;-0,024;-1,1282;-0,3865;-0,5888;-0,1926;-1,0018;-1,5496;-0,2516;-0,0072;2,1;-0,0915;-1,2968;-0,2937;-0,9259;-0,6815;-0,2095;0,7514;-0,6562;0,1867;-0,0662;0,566;-0,909;0,212;0,4986;0,6419;1,687;1,6196;0,5576;1,215;1,038;0,2457
"221061";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=221061"" target=""_blank"">FAM171A1</a>";"protein-coding";"family with sequence similarity 171, member A1";"Cluster_8";-0,9248;1,4613;0,7103;1,3568;-1,2481;1,4804;0,7769;0,8529;-0,0122;0,6533;-0,0787;-0,3735;-1,4762;0,5392;0,0258;-1,1245;1,2047;-1,0199;-0,2689;-1,153;-0,4495;-0,9344;-0,5351;-1,115;-1,3907;-1,4572;-0,8298;-1,3241;-1,4097;-1,115;-1,6093;-0,3164;-1,4572;-1,3717;-0,0217;0,8054;1,024;2,1934;1,1381;0,3491;-0,5351;-0,5921;1,005;0,4441;-0,7918;0,0543;-0,0502;0,9004;-0,3544;0,1874;-0,5256;0,5297;1,2237;0,5297;0,5867;1,2997;1,4994;0,6818;1,4328;0,9195
"221749";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=221749"" target=""_blank"">PXDC1</a>";"protein-coding";"PX domain containing 1";"Cluster_8";-1,0517;1,0107;1,9406;1,2492;-1,1113;1,0346;-0,1337;3,1805;-0,0264;0,6412;-0,1099;-1,3616;-0,9205;-1,0517;-0,8252;0,8081;-1,4212;-1,2663;-1,5285;-1,1351;-1,0994;-1,3974;-0,8371;-0,396;-0,3483;1,3088;0,2597;1,6664;1,0584;-0,4198;0,367;-0,396;0,7842;0,1047;-0,8252;0,5816;0,8081;0,2001;0,9273;-0,9563;-1,3855;-1,2901;-0,694;-0,9205;0,7366;1,6426;-0,849;0,9631;-0,0145;0,7485;0,0332;-0,6106;-0,2649;0,1047;0,4504;0,5577;0,3908;0,2597;0,4027;0,4266
"284119";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=284119"" target=""_blank"">PTRF</a>";"protein-coding";"polymerase I and transcript release factor";"Cluster_8";-0,8919;0,9808;1,6617;1,0148;-0,9259;1,2985;0,9581;0,9013;0,6403;0,5041;0,2544;-1,6409;-1,0848;-0,3811;-0,6195;-0,9373;-1,1983;-0,9373;-1,1983;-1,3118;-0,052;-0,9713;-1,0961;-1,5047;0,8786;-0,96;0,3112;-1,0281;-0,6989;-1,7204;-0,8578;-0,1655;-0,6876;-0,5968;0,4133;0,4473;1,2191;0,0501;1,6958;-0,1315;-1,5728;-0,5741;1,3439;0,7424;-0,6989;-0,2336;-0,052;0,7084;1,4915;0,1863;-1,4593;1,4915;0,5835;0,9354;1,0829;1,0035;0,2998;1,8887;0,436;0,7651
"387882";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=387882"" target=""_blank"">C12orf75</a>";"protein-coding";"chromosome 12 open reading frame 75";"Cluster_8";-0,7756;1,0819;0,9824;-0,2648;-0,9415;1,4401;0,8232;0,2991;-0,2781;-0,0326;0,8364;-0,3511;-0,0326;0,0072;-0,3842;-0,4506;0,9824;-0,3577;0,9293;-2,1223;-2,2218;-0,0592;-0,769;-0,4705;1,062;-1,2997;-0,3179;-1,0476;-0,1786;-2,182;-0,7358;-0,8353;-0,2648;-0,7756;0,4517;-0,3245;0,5445;-2,0162;0,7767;-0,9747;-2,0427;-0,2714;-1,2599;1,3539;0,1067;0,173;0,1399;0,7436;1,135;0,1598;0,5512;0,2725;0,5512;1,1018;1,4866;1,6259;0,7568;1,1283;0,6971;1,8382
"100288911";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=100288911"" target=""_blank"">LOC100288911</a>";"ncRNA";"uncharacterized LOC100288911";"Cluster_8";-0,7434;0,4675;0,6086;-0,1556;0,1618;1,5843;-0,7198;-0,5082;0,9612;-0,2143;1,02;-1,2136;-0,614;-0,6611;-0,5553;-1,2253;-1,0137;-1,1666;-0,7198;-1,0843;-1,1548;-0,9197;-0,9197;-0,6611;-0,7904;-1,3547;-0,7551;-0,3084;-1,1195;-0,614;-1,2018;-1,7073;-0,9197;-0,473;0,9495;0,7144;0,4087;0,009;1,4197;-0,0968;-0,0263;-0,4495;2,3837;0,056;0,5615;1,0905;1,4315;0,444;0,2206;0,6673;-0,9079;1,6548;0,0913;2,7246;1,596;1,0435;0,1736;0,6556;0,7144;1,1611
"134";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=134"" target=""_blank"">ADORA1</a>";"protein-coding";"adenosine A1 receptor";"Cluster_9";0,154;-0,7074;-0,6658;-0,8464;-0,0822;-0,3323;-0,6519;-0,4157;0,4597;1,6407;0,3763;-0,7074;-0,6935;-0,3879;-0,3045;-0,8464;-0,6519;-0,5546;-0,2906;-0,7769;-0,8186;-0,3462;-0,4018;-0,5963;-0,6797;-0,9436;0,3346;-0,6519;-0,7491;-0,638;-0,5963;-0,3601;-0,2211;-0,0961;-0,7908;-0,5268;-0,5685;0,9737;-0,3601;-0,6797;-0,6519;-0,6519;0,2929;2,3493;2,1964;1,335;-0,6241;0,3207;-0,6658;0,154;-0,4296;0,4597;1,2655;3,6553;2,6549;2,3771;-0,1378;0,0984;0,7375;0,2651
"1429";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=1429"" target=""_blank"">CRYZ</a>";"protein-coding";"crystallin, zeta (quinone reductase)";"Cluster_9";-0,6145;-0,1055;-0,4067;-0,7392;-0,0431;0,4036;-0,9989;0,1335;-0,3132;0,6841;0,975;0,2374;0,6114;-0,0119;0,4867;1,0789;0,1335;0,0192;-0,3028;-0,8742;0,8815;-0,573;-1,1651;-0,9885;0,2997;-1,1651;-1,0509;-0,4483;-0,6145;-1,0197;-0,4171;-2,0898;-1,082;-0,9158;1,4218;1,7023;-0,8431;0,0712;-1,6015;0,653;-0,4171;-0,7184;-0,0535;0,7465;-0,0743;0,5698;-2,7859;0,4348;0,0712;-0,1782;0,2686;-0,0119;2,0555;1,5153;1,8373;1,8477;1,5464;-0,6353;0,7153;1,8581
"2744";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=2744"" target=""_blank"">GLS</a>";"protein-coding";"glutaminase";"Cluster_9";-1,3;-0,0098;0,722;-0,8763;-1,6177;1,4537;-0,3564;0,8568;-0,7223;-0,0194;0,3657;-1,6851;-0,8571;-1,0785;-1,1556;-1,6659;-0,2601;-0,2986;-0,1061;-0,6453;-0,0964;-0,5682;0,2694;1,0493;0,5294;-0,1831;0,7797;0,048;0,6738;-0,7993;-0,5875;-0,1831;1,136;0,3368;-0,2986;-0,5393;-2e-04;-1,0689;0,5294;-0,8475;-0,6549;-0,7704;-0,5393;-0,5297;-0,7704;-0,9245;-0,4912;-0,4431;0,8182;-0,3083;-0,212;1,0012;1,6752;1,5981;2,4743;1,887;1,8485;-0,6164;2,3684;1,6655
"2888";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=2888"" target=""_blank"">GRB14</a>";"protein-coding";"growth factor receptor-bound protein 14";"Cluster_9";-0,3851;-0,8128;-0,2961;-0,7059;-0,1713;-0,884;-0,9197;-1,1156;-0,403;-0,1001;-0,9375;-0,6702;1,254;-0,1713;0,381;0,577;-0,6168;-0,492;-0,492;-0,5099;-0,688;-0,3317;-0,403;-0,7593;-0,1179;-0,6702;-0,3673;0,4701;-0,7059;-0,2604;-0,5811;-0,5099;0,0959;-0,1535;1,7529;-0,3139;-1,0266;-1,0444;-0,884;0,0246;1,2897;-0,7237;-0,9553;1,3075;0,0425;0,381;1,842;-0,7949;1,5035;-0,2782;-0,2426;-0,0823;1,45;1,1828;1,3431;0,5592;3,9979;-0,4208;2,715;-0,1713
"3200";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=3200"" target=""_blank"">HOXA3</a>";"protein-coding";"homeobox A3";"Cluster_9";-1,3533;-1,207;0,4945;-1,0076;-0,117;0,8401;1,2124;0,0425;-0,569;-0,1967;-0,4227;0,5344;-0,3961;-0,3031;-0,6354;0,016;-0,3563;0,9066;-0,9146;-1,3799;-1,3001;-1,3799;-1,2469;-1,0342;-0,0372;0,0292;-0,7684;-0,436;-0,569;-0,2499;-0,6487;0,4679;-0,2632;-0,4892;0,5078;0,5743;0,4148;0,1223;0,4812;-0,3563;-0,6221;0,6673;-0,9811;-0,4759;1,332;-1,0342;0,6939;-0,7684;-0,4892;-0,21;-0,4892;0,0027;2,5018;2,2227;2,1828;2,2758;1,7308;-0,8082;0,9066;2,3556
"3694";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=3694"" target=""_blank"">ITGB6</a>";"protein-coding";"integrin, beta 6";"Cluster_9";-0,6063;-0,6748;-0,483;-0,4009;-0,3872;-0,8118;-0,483;-0,6063;-0,4694;-0,6474;-0,2913;1,1606;0,9004;-0,4283;-0,757;2,0235;1,0784;-0,3461;-0,4283;-0,6748;-0,6474;-0,1132;-0,7159;-0,6474;-0,6337;-0,5789;-0,6337;-0,3872;-0,2776;-0,5926;-0,6337;-0,7844;-0,3324;-0,168;-0,3598;0,3662;-0,3872;-0,5515;-0,5515;-0,9077;2,229;-0,3324;-0,6474;-0,3187;1,4345;2,2427;-0,5241;-0,8392;1,0784;-0,6337;-0,2228;-0,3598;0,3525;2,3385;3,2015;1,7085;2,0098;-0,7159;-0,442;1,3113
"5783";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=5783"" target=""_blank"">PTPN13</a>";"protein-coding";"protein tyrosine phosphatase, non-receptor type 13 (APO-1/CD95 (Fas)-associated phosphatase)";"Cluster_9";-0,6862;-0,5735;0,9111;-0,6862;-0,0285;-0,0849;-0,0661;-0,5359;-0,8741;-0,4607;-0,705;-1,5506;-0,9869;0,197;0,0091;-0,2728;-0,8929;-0,9869;-0,5922;-0,4607;-1,0057;-0,5735;-0,6298;1,2117;-0,4607;0,7232;-0,9117;0,1782;-0,2916;1,6251;-0,0849;-0,0285;-0,8741;-1,1372;0,554;-1,156;-0,611;-0,1225;-0,7802;1,1178;-0,1788;-0,2728;-0,9681;0,0842;0,0842;-0,9493;0,6668;0,4413;1,099;0,5728;-0,2728;-0,705;1,4184;0,4977;3,6734;2,3392;2,6963;0,1218;0,8923;1,3433
"5919";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=5919"" target=""_blank"">RARRES2</a>";"protein-coding";"retinoic acid receptor responder (tazarotene induced) 2";"Cluster_9";0,1583;0,7986;-0,3768;-0,5584;-0,4437;-0,4437;-0,568;0,9611;0,0436;-0,6731;-0,5489;-0,2335;-0,3864;-0,568;0,531;0,2157;-0,396;1,0184;-0,4724;-0,5871;-0,5584;-0,5297;0,015;-0,4342;-0,5202;-0,4628;0,3877;-0,4246;-0,5202;-0,4533;-0,5106;-0,5393;-0,3482;-0,3482;-0,7495;-0,3482;0,8559;0,7317;-0,8355;-0,6157;-0,568;-0,6444;-0,1284;-0,4628;0,9324;0,4546;-0,4533;-0,7018;0,7221;-0,5202;-0,7113;-0,5393;1,372;-0,5202;3,9522;-0,0997;3,8949;-0,4724;3,073;0,1583
"6236";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=6236"" target=""_blank"">RRAD</a>";"protein-coding";"Ras-related associated with diabetes";"Cluster_9";-0,1518;-0,2973;-0,4598;-0,5625;-0,494;-0,879;1,619;0,3785;-0,0235;-0,6737;-0,2459;-0,6052;-0,4769;-0,2802;-0,5454;-0,5625;-0,5026;-0,3229;-0,6822;-0,4256;-0,5368;-0,3486;-0,3229;-0,4341;-0,3999;-0,6052;-0,1005;-0,5539;-0,6395;-0,571;-0,6993;-0,571;-0,4684;-0,2545;-0,3657;-0,5282;0,6352;1,1485;1,4479;-0,7079;-0,5796;-0,725;-0,3144;-0,7507;-0,2374;-0,4427;-0,5026;-0,3572;2,3803;-0,5282;-0,4085;-0,2887;2,7909;3,3213;3,0476;2,0809;0,9517;0,7207;-0,2631;1,1741
"6928";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=6928"" target=""_blank"">HNF1B</a>";"protein-coding";"HNF1 homeobox B";"Cluster_9";0,2545;-0,6245;-0,7288;-0,6096;-0,55;-0,848;-0,6692;-0,8778;0,0608;-0,8331;-0,6245;0,0757;-0,5053;-0,3265;0,2843;0,5376;-0,5351;-0,7288;-0,55;-0,5202;-0,8629;-0,252;0,031;-0,5351;-0,9821;-0,7586;0,2694;-0,5649;-0,699;-0,4159;-0,7139;-0,6841;-0,4904;-0,401;1,1931;1,2527;-0,7586;-0,6394;-1,0119;-0,4308;-0,6096;-0,699;-0,0881;2,1019;-0,3712;0,18;1,5954;-0,848;1,2378;-0,6543;-0,2818;0,4482;1,8784;1,8933;2,966;1,655;1,9529;-0,6096;1,8784;2,1466
"7364";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=7364"" target=""_blank"">UGT2B7</a>";"protein-coding";"UDP glucuronosyltransferase 2 family, polypeptide B7";"Cluster_9";-0,5464;-0,5566;-0,8109;-0,2411;-0,699;-0,2615;0,0031;-0,5362;-0,5362;-0,7499;-0,6481;-0,5362;-0,465;-0,6379;-0,4752;-0,526;-0,3938;-0,6074;-0,5667;-0,4752;-0,6583;-0,3429;-0,6888;-0,4853;-0,6074;-0,7092;-0,4039;1,2545;1,1426;-0,4446;-0,0376;0,1658;1,2749;1,5598;-0,2717;0,4609;-0,8516;-0,699;-0,7092;-0,5566;-0,76;-0,6888;-0,6583;1,6615;0,9188;-0,4141;-0,292;-0,6786;1,5496;-0,6481;-0,5769;-0,3124;-0,1597;1,4784;2,8723;2,0075;2,099;-0,4548;1,7633;3,1674
"7849";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=7849"" target=""_blank"">PAX8</a>";"protein-coding";"paired box 8";"Cluster_9";0,0804;-0,6028;-0,8955;-0,296;-0,2263;-0,8955;-0,5749;-0,7004;0,1641;-0,4076;-0,4633;-0,5609;-0,1008;0,1083;-0,6306;-0,4076;-0,31;-0,6725;-0,5331;-0,7143;-0,8677;0,0665;-0,2682;-0,4494;-0,5191;-0,6585;-0,2542;-0,4773;-0,1706;-1,021;-0,547;-0,4355;-0,296;-0,2124;-0,4076;-0,6446;-0,9931;-0,4773;-0,6446;-0,6864;-0,784;-0,296;-0,3936;2,6178;3,0361;1,4049;-0,4773;-0,073;1,6419;0,3592;-0,296;-0,3379;0,7914;1,391;2,576;1,8092;1,2655;-0,1148;2,8409;1,6419
"8744";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=8744"" target=""_blank"">TNFSF9</a>";"protein-coding";"tumor necrosis factor (ligand) superfamily, member 9";"Cluster_9";0,0116;-1,1847;-0,2489;-0,166;-1,007;-1,8007;0,2486;0,2959;-0,4977;0,0827;-1,6467;0,213;0,5802;1,1369;-0,7464;-0,9833;0,0235;-0,8412;-0,8294;-0,7228;0,5565;-1,0426;-0,6517;-1,1847;0,5447;-0,4385;0,1656;-0,0594;-0,8175;0,3552;-0,9004;-0,8767;-0,5806;-0,3674;-0,3911;-0,3792;-1,1729;-0,936;1,5752;-1,1847;-1,09;1,8358;-0,2608;0,5802;0,7105;0,6631;0,1301;0,2249;1,9661;0,1064;0,1775;1,1725;1,8713;1,5871;0,9711;2,3688;0,3078;-0,8412;2,5939;0,7934
"9076";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=9076"" target=""_blank"">CLDN1</a>";"protein-coding";"claudin 1";"Cluster_9";-0,757;-0,7244;-0,5289;-0,3579;3,0551;-0,3904;-0,5859;-0,8059;-0,5859;-0,5615;-0,4393;-0,9932;-0,252;-0,7407;-0,7488;-0,5371;-0,5452;1,2794;-0,8059;-0,7488;-0,7488;-0,7733;-0,7081;-0,6837;-0,9932;-0,7488;-0,8384;-0,814;-0,8059;0,1146;-0,032;-0,48;-0,8547;-0,7244;0,2449;0,4974;1,2549;-0,7163;1,1002;0,7173;-0,3986;-0,252;-0,757;2,0613;1,2549;1,6785;0,4404;-0,6592;1,1898;-0,0646;-0,6348;-0,3497;0,8314;0,3101;1,8658;2,3057;0,082;-0,0483;2,0288;1,8821
"9508";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=9508"" target=""_blank"">ADAMTS3</a>";"protein-coding";"ADAM metallopeptidase with thrombospondin type 1 motif, 3";"Cluster_9";-0,6137;-0,8531;-0,5339;-0,361;-0,6935;-0,5206;-0,6802;-0,2015;-0,361;-0,6802;-0,494;-0,6403;-0,3078;-0,5472;-0,3477;-0,9594;-0,6004;-0,5073;-0,0685;-0,3078;2,4182;-0,0552;-0,5472;-0,5206;-0,6536;-0,7733;-0,1616;-0,2281;-0,2148;-0,4807;-0,3876;-0,4674;0,9821;0,1177;-0,361;0,0645;0,3172;-0,1882;-0,2281;1,6735;-0,4807;-0,3477;-0,6669;-0,494;-0,2813;-0,8531;-0,3477;0,5698;-0,5871;0,1177;0,4501;-0,5605;1,1017;0,0911;4,5858;1,8198;1,8597;-0,0818;2,1789;1,8996
"9514";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=9514"" target=""_blank"">GAL3ST1</a>";"protein-coding";"galactose-3-O-sulfotransferase 1";"Cluster_9";0,3983;-0,8816;-0,8114;-0,5835;-0,5134;-0,7939;-0,8991;-0,7413;0,8892;-0,5485;-0,6186;1,4151;0,3983;-0,3556;-0,8816;0,258;-0,1277;0,3106;-0,6887;-0,7413;-0,7413;-0,04;0,6612;-1,0744;-0,864;1,5729;1,2223;-0,8465;-0,7588;-0,0751;-0,7939;-0,4783;-0,4257;-0,4082;1,7482;1,1872;-0,9868;-0,9166;-0,6712;-0,7238;-0,3731;-0,8816;-0,04;-0,4082;-0,1277;0,0476;0,8716;-0,7764;-0,2504;-0,6887;-0,4433;-0,0576;3,2209;2,5547;1,9586;1,047;0,2931;-0,4082;0,8541;2,5372
"10158";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=10158"" target=""_blank"">PDZK1IP1</a>";"protein-coding";"PDZK1 interacting protein 1";"Cluster_9";0,1247;-0,8912;-0,8568;-0,3144;-0,1508;-0,7965;-0,3402;-0,676;0,5293;-0,7276;-0,8826;-0,5641;0,2797;-0,5038;-0,4521;0,3399;-0,5641;-0,5296;-0,6588;-0,5382;-0,9256;-0,5124;-0,7707;-0,6846;-0,9256;-0,6415;0,3399;-0,7018;-0,7879;-0,3919;-0,4607;-0,5985;-0,4694;-0,2025;0,0042;1,175;-0,917;1,3989;0,1333;-0,4694;-0,3919;-0,4349;0,1075;1,3644;0,3916;0,0816;-0,0992;-0,7621;1,1492;-0,8137;-0,323;0,3313;0,8995;2,828;2,3717;3,2499;0,9856;-0,7879;2,7591;1,6744
"11030";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=11030"" target=""_blank"">RBPMS</a>";"protein-coding";"RNA binding protein with multiple splicing";"Cluster_9";-0,0402;-0,9144;1,6665;-0,6646;-0,5953;-0,2623;-0,2067;-0,2345;-0,8728;1,5;-0,3455;0,3344;-0,3316;-0,7201;-0,3178;0,1818;0,7645;-0,1374;-1,0532;-0,7479;-0,8034;-1,6776;-0,9838;0,1124;-0,9144;-0,7201;0,154;0,1818;-0,5953;-0,6646;-0,7618;-1,9551;-0,068;-0,2206;1,0837;0,2928;-0,4288;-0,1512;0,6397;1,722;-1,1642;-1,178;-0,7201;1,6942;-0,8589;-0,1374;1,3612;-0,5536;1,8607;-0,9977;-0,4426;0,5009;0,9172;0,2789;1,3196;1,8885;1,8885;-0,2761;0,5287;2,8459
"26762";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=26762"" target=""_blank"">HAVCR1</a>";"protein-coding";"hepatitis A virus cellular receptor 1";"Cluster_9";0,0105;-0,2652;-0,7615;-0,2859;-0,1412;-0,5892;-0,7063;-0,6925;-0,3824;-0,4513;-0,6925;-0,7132;-0,4651;-0,472;-0,5685;-0,7615;-0,603;-0,5065;-0,279;-0,5616;-0,279;-0,5616;-0,4375;-0,1687;-0,3824;-0,6167;0,0656;-0,5478;-0,4513;-0,3686;-0,5616;-0,341;-0,2032;0,0518;1,4854;1,3958;-0,5134;-0,4789;-0,7339;-0,41;-0,5892;-0,5823;0,0173;1,0994;-0,5547;-0,41;1,6094;-0,7615;-0,155;-0,5547;-0,5478;-0,2377;2,0643;1,9816;2,9534;2,4158;1,8162;-0,6857;2,3951;2,6708
