"","Collection","Gene_set","Size","NES_b_cell","PValue_b_cell","FDR_b_cell","SLE>Control","NES_t_cell","PValue_t_cell","FDR_t_cell","SLE>Control"
"16615","GO_BP","507572_GO_0045190_ISOTYPE_SWITCHING",18,0.6155,0.96,1,"Yes",0.9811,0.45,1,"Yes"
"16616","REACTOME","106089_REACT_6323_HOST_INTERACTIONS_WITH_INFLUENZA_FACTORS",5,0.6157,0.91,1,"Yes",-0.8163,0.68,1,"No"
"16617","C2_Chemical_and_genetic_perturbations","C2_CGP_777_KORKOLA_EMBRYONAL_CARCINOMA",13,0.6161,0.95,1,"Yes",0.8626,0.63,0.96,"Yes"
"16618","OMIM_gene","OMIM606186_CALCYCLIN_BINDING_PROTEIN_CACYBP",5,0.6161,0.9,1,"Yes",-0.6881,0.83,0.92,"No"
"16619","GO_MF","499688_GO_0030284_ESTROGEN_RECEPTOR_ACTIVITY",5,0.6166,0.9,1,"Yes",0.7875,0.73,1,"Yes"
"16620","OMIM_gene","OMIM602487_HEAT_RESPONSIVE_PROTEIN_12_HRSP12",5,0.6167,0.9,1,"Yes",0.6827,0.85,1,"Yes"
"16621","GO_BP","504430_GO_0035246_PEPTIDYL_ARGININE_N_METHYLATION",9,0.6172,0.9,1,"Yes",-0.7226,0.83,1,"No"
"16622","REACTOME","161028_REACT_22336_PRESYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS",13,0.6183,0.93,1,"Yes",-1.7925,0.012,0.085,"No"
"16623","OMIM_gene","OMIM612409_RNA_BINDING_MOTIF_PROTEIN_14_RBM14",5,0.6183,0.9,1,"Yes",-0.6691,0.86,0.91,"No"
"16624","REACTOME","906025_REACT_169311_LOSS_OF_FUNCTION_OF_TGFBR1_IN_CANCER",7,0.6202,0.92,1,"Yes",-0.7486,0.78,1,"No"
"16625","GO_BP","502147_GO_0032925_REGULATION_OF_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY",21,0.6208,0.97,1,"Yes",-0.9134,0.56,1,"No"
"16626","GO_BP","502148_GO_0032926_NEGATIVE_REGULATION_OF_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY",9,0.6208,0.91,1,"Yes",-1.2825,0.17,0.89,"No"
"16627","GO_BP","487776_GO_0001880_MULLERIAN_DUCT_REGRESSION",5,0.6212,0.91,1,"Yes",-1.1986,0.29,0.9,"No"
"16628","GO_BP","516245_GO_0071321_CELLULAR_RESPONSE_TO_CGMP",6,0.6212,0.93,1,"Yes",-0.675,0.85,1,"No"
"16629","GO_CC","486932_GO_0000439_CORE_TFIIH_COMPLEX",8,0.6214,0.9,1,"Yes",1.3024,0.16,0.4,"Yes"
"16630","GO_BP","517092_GO_0072176_NEPHRIC_DUCT_DEVELOPMENT",12,0.6217,0.94,1,"Yes",-0.818,0.7,1,"No"
"16631","GO_BP","512822_GO_0051972_REGULATION_OF_TELOMERASE_ACTIVITY",14,0.6219,0.95,1,"Yes",0.5393,0.99,1,"Yes"
"16632","KEGG_pathway","HSA04120_UBIQUITIN_MEDIATED_PROTEOLYSIS",137,0.6225,1,1,"Yes",0.9463,0.58,0.99,"Yes"
"16633","C2_Chemical_and_genetic_perturbations","C2_CGP_2019_YANG_MUC2_TARGETS_COLON_3MO_DN",5,0.6228,0.91,1,"Yes",-0.5192,0.97,1,"No"
"16634","REACTOME","161022_REACT_21314_RELAXIN_RECEPTORS",7,0.623,0.91,1,"Yes",-1.1481,0.29,0.86,"No"
"16635","KEGG_reaction","R00191_ADENOSINE_3_5_PHOSPHATE_5_NUCLEOTIDOHYDROLASE_3_5_CYCLIC_AMP_H2O_AMP",16,0.6238,0.96,0.99,"Yes",-1.0654,0.38,0.71,"No"
"16636","REACTOME","106103_REACT_705_PP2A_MEDIATED_DEPHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS",7,0.624,0.91,1,"Yes",1.0603,0.4,0.65,"Yes"
"16637","GO_BP","511417_GO_0050434_POSITIVE_REGULATION_OF_VIRAL_TRANSCRIPTION",57,0.6248,0.98,1,"Yes",1.4442,0.015,0.5,"Yes"
"16638","GO_BP","750914_GO_0035989_TENDON_DEVELOPMENT",6,0.6249,0.91,1,"Yes",-1.7826,0.0039,0.47,"No"
"16639","GO_BP","519020_GO_2000380_REGULATION_OF_MESODERM_DEVELOPMENT",13,0.626,0.93,1,"Yes",0.7868,0.76,1,"Yes"
"16640","GO_BP","518634_GO_0097084_VASCULAR_SMOOTH_MUSCLE_CELL_DEVELOPMENT",6,0.6261,0.91,1,"Yes",0.5939,0.94,1,"Yes"
"16641","C2_Chemical_and_genetic_perturbations","C2_CGP_2887_DANG_REGULATED_BY_MYC_UP",70,0.6263,1,1,"Yes",-0.73,0.92,1,"No"
"16642","GO_BP","516084_GO_0071158_POSITIVE_REGULATION_OF_CELL_CYCLE_ARREST",86,0.6266,1,1,"Yes",1.5918,0.0022,0.3,"Yes"
"16643","GO_BP","1129616_GO_1990542_MITOCHONDRIAL_TRANSMEMBRANE_TRANSPORT",44,0.6271,0.99,1,"Yes",1.9539,0,0.021,"Yes"
"16644","GO_BP","487720_GO_0001824_BLASTOCYST_DEVELOPMENT",68,0.6277,1,1,"Yes",1.0221,0.39,0.97,"Yes"
"16645","GO_BP","508745_GO_0046485_ETHER_LIPID_METABOLIC_PROCESS",8,0.6278,0.93,1,"Yes",0.8564,0.62,1,"Yes"
"16646","C2_Chemical_and_genetic_perturbations","C2_CGP_1036_CAFFAREL_RESPONSE_TO_THC_24HR_3_UP",7,0.6287,0.92,1,"Yes",1.2709,0.21,0.42,"Yes"
"16647","C2_Chemical_and_genetic_perturbations","C2_CGP_1327_CHEOK_RESPONSE_TO_MERCAPTOPURINE_AND_LD_MTX_UP",10,0.6288,0.93,1,"Yes",1.5071,0.07,0.21,"Yes"
"16648","C2_Chemical_and_genetic_perturbations","C2_CGP_1687_GEISS_RESPONSE_TO_DSRNA_DN",16,0.6289,0.93,1,"Yes",1.0657,0.34,0.68,"Yes"
"16649","GO_BP","751319_GO_0038061_NIK_NF_KAPPAB_SIGNALING",31,0.6292,0.98,1,"Yes",1.196,0.2,0.79,"Yes"
"16650","REACTOME","645292_REACT_120850_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS",32,0.6295,0.98,1,"Yes",1.3135,0.13,0.31,"Yes"
"16651","KEGG_reaction","R06075_GDP_L_FUCOSE_SIALYL_3_PARAGLOBOSIDE_GDP_IV3NEUAC_III3FUC_NLC4CER",5,0.6301,0.92,1,"Yes",-0.6926,0.82,1,"No"
"16652","GO_BP","487777_GO_0001881_RECEPTOR_RECYCLING",8,0.6309,0.92,1,"Yes",0.6654,0.88,1,"Yes"
"16653","GO_MF","754434_GO_1901474_AZOLE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",6,0.6311,0.91,1,"Yes",0.5139,0.97,1,"Yes"
"16654","GO_MF","496334_GO_0016274_PROTEIN_ARGININE_N_METHYLTRANSFERASE_ACTIVITY",9,0.6312,0.92,1,"Yes",-0.7196,0.82,1,"No"
"16655","GO_BP","496522_GO_0016574_HISTONE_UBIQUITINATION",36,0.6316,0.99,1,"Yes",0.7909,0.82,1,"Yes"
"16656","KEGG_module","HSA_M00290_HOLO_TFIIH_COMPLEX",11,0.6318,0.92,0.94,"Yes",1.1799,0.25,0.55,"Yes"
"16657","C2_Chemical_and_genetic_perturbations","C2_CGP_2008_LI_CYTIDINE_ANALOGS_CYCTOTOXICITY",15,0.6319,0.96,1,"Yes",1.1456,0.27,0.56,"Yes"
"16658","C4_Cancer_gene_neighborhoods","C4_CGN_11_MORF_CTBP1",169,0.632,1,1,"Yes",2.3985,0,0,"Yes"
"16659","GO_BP","504692_GO_0035511_OXIDATIVE_DNA_DEMETHYLATION",7,0.6322,0.91,1,"Yes",0.927,0.53,1,"Yes"
"16660","GO_BP","751438_GO_0039531_REGULATION_OF_VIRAL_INDUCED_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY",11,0.6331,0.94,1,"Yes",1.0885,0.36,0.92,"Yes"
"16661","C2_Chemical_and_genetic_perturbations","C2_CGP_148_LAIHO_COLORECTAL_CANCER_SERRATED_DN",84,0.6339,1,1,"Yes",-1.1536,0.22,0.85,"No"
"16662","GO_MF","496333_GO_0016273_ARGININE_N_METHYLTRANSFERASE_ACTIVITY",9,0.6339,0.91,1,"Yes",-0.7218,0.82,1,"No"
"16663","GO_MF","489820_GO_0004468_LYSINE_N_ACETYLTRANSFERASE_ACTIVITY_ACTING_ON_ACETYL_PHOSPHATE_AS_DONOR",5,0.634,0.88,1,"Yes",-1.2162,0.25,0.83,"No"
"16664","REACTOME","106161_REACT_11203_ER_TO_GOLGI_TRANSPORT",9,0.635,0.93,1,"Yes",0.6703,0.89,1,"Yes"
"16665","GO_BP","868044_GO_0044803_MULTI_ORGANISM_MEMBRANE_ORGANIZATION",19,0.6357,0.94,1,"Yes",1.2302,0.19,0.75,"Yes"
"16666","GO_BP","491969_GO_0007164_ESTABLISHMENT_OF_TISSUE_POLARITY",15,0.636,0.94,1,"Yes",1.0838,0.36,0.92,"Yes"
"16667","GO_BP","868045_GO_0044804_NUCLEOPHAGY",25,0.6368,0.96,1,"Yes",1.1694,0.22,0.81,"Yes"
"16668","WikiPathways","755437_WP2113_TYPE_III_INTERFERON_SIGNALING",10,0.6371,0.92,1,"Yes",-0.5556,0.97,1,"No"
"16669","GO_BP","503704_GO_0034502_PROTEIN_LOCALIZATION_TO_CHROMOSOME",31,0.6378,0.98,1,"Yes",1.0766,0.34,0.93,"Yes"
"16670","REACTOME","105921_REACT_6305_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_",96,0.6381,1,1,"Yes",2.7197,0,0,"Yes"
"16671","GO_MF","506212_GO_0043139_5_3_DNA_HELICASE_ACTIVITY",7,0.6384,0.89,1,"Yes",0.5532,0.96,1,"Yes"
"16672","GO_BP","514519_GO_0060964_REGULATION_OF_GENE_SILENCING_BY_MIRNA",9,0.6397,0.93,1,"Yes",-1.2477,0.21,0.91,"No"
"16673","OMIM_gene","OMIM172480_PHOSPHOSERINE_PHOSPHATASE_PSPH",5,0.64,0.88,1,"Yes",0.6918,0.86,1,"Yes"
"16674","GO_BP","487034_GO_0000737_DNA_CATABOLIC_PROCESS_ENDONUCLEOLYTIC",59,0.6402,0.99,1,"Yes",1.1724,0.19,0.81,"Yes"
"16675","REACTOME","106535_REACT_15461_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS",15,0.6403,0.95,1,"Yes",-1.8224,0.0042,0.071,"No"
"16676","GO_MF","487122_GO_0000832_INOSITOL_HEXAKISPHOSPHATE_5_KINASE_ACTIVITY",5,0.6407,0.89,1,"Yes",-0.4693,1,1,"No"
"16677","C2_Chemical_and_genetic_perturbations","C2_CGP_1210_NIKOLSKY_BREAST_CANCER_15Q26_AMPLICON",21,0.6413,0.95,1,"Yes",0.646,0.96,1,"Yes"
"16678","REACTOME","106162_REACT_12507_COPII_COAT_PROTEIN_2_MEDIATED_VESICLE_TRANSPORT",9,0.6418,0.9,1,"Yes",0.6775,0.87,1,"Yes"
"16679","C3_TF_targets","C3_TFT_424_V_YY1_Q6",246,0.642,1,0.99,"Yes",1.0434,0.33,1,"Yes"
"16680","GO_BP","495316_GO_0015015_HEPARAN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS_ENZYMATIC_MODIFICATION",5,0.6426,0.89,1,"Yes",1.5919,0.022,0.31,"Yes"
"16681","C4_Cancer_gene_neighborhoods","C4_CGN_97_MORF_ERH",115,0.644,1,1,"Yes",2.6514,0,0,"Yes"
"16682","GO_MF","507510_GO_0045118_AZOLE_TRANSPORTER_ACTIVITY",6,0.6448,0.9,1,"Yes",0.5071,0.98,1,"Yes"
"16683","GO_BP","512462_GO_0051584_REGULATION_OF_DOPAMINE_UPTAKE_INVOLVED_IN_SYNAPTIC_TRANSMISSION",9,0.6451,0.89,1,"Yes",1.0213,0.43,0.97,"Yes"
"16684","GO_MF","492519_GO_0008171_O_METHYLTRANSFERASE_ACTIVITY",16,0.6452,0.93,1,"Yes",1.136,0.29,0.75,"Yes"
"16685","KEGG_enzyme","2.7.4.21_INOSITOL_HEXAKISPHOSPHATE_KINASE_ATP_1D_MYO_INOSITOL_HEXAKISPHOSPHATE_PHOSPHOTRANSFERASE_IP6K",5,0.6453,0.88,0.97,"Yes",-0.4594,0.99,0.99,"No"
"16686","C2_Chemical_and_genetic_perturbations","C2_CGP_2473_BOYLAN_MULTIPLE_MYELOMA_C_UP",47,0.6453,0.99,1,"Yes",1.1383,0.23,0.57,"Yes"
"16687","GO_BP","518293_GO_0090153_REGULATION_OF_SPHINGOLIPID_BIOSYNTHETIC_PROCESS",7,0.6458,0.89,1,"Yes",-0.7515,0.78,1,"No"
"16688","GO_BP","503700_GO_0034498_EARLY_ENDOSOME_TO_GOLGI_TRANSPORT",10,0.6459,0.93,1,"Yes",1.0978,0.34,0.9,"Yes"
"16689","C4_Cancer_modules","C4_CM_52_MODULE_56",12,0.6468,0.92,1,"Yes",0.9622,0.5,0.76,"Yes"
"16690","GO_BP","493410_GO_0009214_CYCLIC_NUCLEOTIDE_CATABOLIC_PROCESS",17,0.6474,0.94,1,"Yes",-1.1073,0.31,0.94,"No"
"16691","GO_CC","515461_GO_0070531_BRCA1_A_COMPLEX",7,0.6475,0.89,1,"Yes",1.1637,0.28,0.57,"Yes"
"16692","GO_BP","1039917_GO_1903363_NEGATIVE_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS",74,0.6482,1,1,"Yes",1.1899,0.15,0.79,"Yes"
"16693","GO_BP","494890_GO_0010826_NEGATIVE_REGULATION_OF_CENTROSOME_DUPLICATION",10,0.6487,0.89,1,"Yes",1.0746,0.35,0.93,"Yes"
"16694","GO_BP","500324_GO_0031034_MYOSIN_FILAMENT_ASSEMBLY",5,0.6488,0.88,1,"Yes",-1.5468,0.032,0.75,"No"
"16695","REACTOME","161029_REACT_22352_HIGHLY_CALCIUM_PERMEABLE_NICOTINIC_ACETYLCHOLINE_RECEPTORS",10,0.649,0.89,1,"Yes",-1.7809,0.0058,0.091,"No"
"16696","REACTOME","161027_REACT_22126_ACTIVATION_OF_NICOTINIC_ACETYLCHOLINE_RECEPTORS",15,0.6491,0.92,1,"Yes",-1.8715,0.006,0.058,"No"
"16697","GO_BP","514702_GO_0061157_MRNA_DESTABILIZATION",7,0.6492,0.89,1,"Yes",0.6467,0.9,1,"Yes"
"16698","GO_MF","515498_GO_0070568_GUANYLYLTRANSFERASE_ACTIVITY",5,0.6495,0.89,1,"Yes",0.6888,0.84,1,"Yes"
"16699","GO_CC","911279_GO_0036452_ESCRT_COMPLEX",21,0.6497,0.95,1,"Yes",1.4161,0.072,0.28,"Yes"
"16700","C2_Chemical_and_genetic_perturbations","C2_CGP_3171_VANDESLUIS_NORMAL_EMBRYOS_UP",5,0.6502,0.9,1,"Yes",1.2894,0.21,0.4,"Yes"
"16701","GO_CC","501626_GO_0032391_PHOTORECEPTOR_CONNECTING_CILIUM",31,0.6505,0.98,1,"Yes",-0.7628,0.85,1,"No"
"16702","GO_CC","983672_GO_0090568_NUCLEAR_TRANSCRIPTIONAL_REPRESSOR_COMPLEX",20,0.6507,0.93,1,"Yes",-0.7069,0.87,1,"No"
"16703","GO_CC","496547_GO_0016605_PML_BODY",92,0.6513,1,1,"Yes",1.198,0.14,0.53,"Yes"
"16704","GO_BP","511852_GO_0050917_SENSORY_PERCEPTION_OF_UMAMI_TASTE",6,0.6514,0.9,1,"Yes",-1.3289,0.16,0.89,"No"
"16705","GO_BP","494579_GO_0010510_REGULATION_OF_ACETYL_COA_BIOSYNTHETIC_PROCESS_FROM_PYRUVATE",12,0.6518,0.92,1,"Yes",1.2166,0.21,0.77,"Yes"
"16706","GO_BP","753211_GO_1900221_REGULATION_OF_BETA_AMYLOID_CLEARANCE",6,0.6518,0.9,1,"Yes",-1.0675,0.4,0.96,"No"
"16707","REACTOME","833808_REACT_163812_SUMO_IS_CONJUGATED_TO_E1_UBA2_SAE1_",5,0.652,0.89,1,"Yes",1.6231,0.018,0.083,"Yes"
"16708","GO_BP","512790_GO_0051940_REGULATION_OF_CATECHOLAMINE_UPTAKE_INVOLVED_IN_SYNAPTIC_TRANSMISSION",9,0.6537,0.88,1,"Yes",1.0067,0.45,0.98,"Yes"
"16709","GO_BP","514187_GO_0060632_REGULATION_OF_MICROTUBULE_BASED_MOVEMENT",15,0.6538,0.94,1,"Yes",0.7712,0.77,1,"Yes"
"16710","GO_MF","487118_GO_0000828_INOSITOL_HEXAKISPHOSPHATE_KINASE_ACTIVITY",5,0.654,0.86,1,"Yes",-0.4559,0.99,1,"No"
"16711","GO_BP","513946_GO_0060390_REGULATION_OF_SMAD_PROTEIN_IMPORT_INTO_NUCLEUS",14,0.6541,0.94,1,"Yes",-1.0521,0.38,0.97,"No"
"16712","GO_MF","751938_GO_0052723_INOSITOL_HEXAKISPHOSPHATE_1_KINASE_ACTIVITY",5,0.6547,0.85,1,"Yes",-0.4614,1,1,"No"
"16713","GO_BP","982452_GO_1902884_POSITIVE_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS",10,0.6549,0.91,1,"Yes",0.9828,0.48,1,"Yes"
"16714","GO_BP","500323_GO_0031033_MYOSIN_FILAMENT_ORGANIZATION",5,0.6568,0.87,1,"Yes",-1.5066,0.046,0.82,"No"
"16715","REACTOME","771586_REACT_160083_THE_RETINOID_CYCLE_IN_CONES_DAYLIGHT_VISION_",6,0.657,0.89,1,"Yes",1.2582,0.19,0.37,"Yes"
"16716","C3_MicroRNA_targets","C3_MIR_90_TCTAGAG_MIR_517",45,0.6581,0.97,1,"Yes",0.8131,0.8,1,"Yes"
"16717","GO_BP","499171_GO_0021892_CEREBRAL_CORTEX_GABAERGIC_INTERNEURON_DIFFERENTIATION",8,0.6582,0.91,1,"Yes",-1.5315,0.05,0.77,"No"
"16718","REACTOME","161032_REACT_22303_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS",12,0.6588,0.91,1,"Yes",-1.747,0.0058,0.12,"No"
"16719","REACTOME","105740_REACT_2254_G1_S_DNA_DAMAGE_CHECKPOINTS",60,0.659,0.96,1,"Yes",1.804,0,0.02,"Yes"
"16720","GO_BP","503924_GO_0034724_DNA_REPLICATION_INDEPENDENT_NUCLEOSOME_ORGANIZATION",53,0.6592,0.99,1,"Yes",-0.9086,0.62,1,"No"
"16721","GO_MF","492779_GO_0008499_UDP_GALACTOSE_BETA_N_ACETYLGLUCOSAMINE_BETA_1_3_GALACTOSYLTRANSFERASE_ACTIVITY",7,0.6594,0.88,1,"Yes",1.3787,0.13,0.49,"Yes"
"16722","GO_MF","751939_GO_0052724_INOSITOL_HEXAKISPHOSPHATE_3_KINASE_ACTIVITY",5,0.6597,0.85,1,"Yes",-0.4566,1,1,"No"
"16723","OMIM_gene","OMIM604061_SEPTIN_9_SEPT9",5,0.6601,0.86,1,"Yes",-0.8102,0.68,1,"No"
"16724","REACTOME","106366_REACT_16968_DOPAMINE_RECEPTORS",5,0.6604,0.86,1,"Yes",1.2165,0.28,0.43,"Yes"
"16725","C3_TF_targets","C3_TFT_520_TCCCRNNRTGC_UNKNOWN",211,0.6609,1,1,"Yes",0.9775,0.52,1,"Yes"
"16726","GO_BP","508069_GO_0045725_POSITIVE_REGULATION_OF_GLYCOGEN_BIOSYNTHETIC_PROCESS",14,0.661,0.9,1,"Yes",-0.6062,0.95,1,"No"
"16727","GO_BP","502354_GO_0033133_POSITIVE_REGULATION_OF_GLUCOKINASE_ACTIVITY",5,0.6617,0.89,1,"Yes",1.0112,0.46,0.98,"Yes"
"16728","REACTOME","105770_REACT_1574_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION",65,0.6626,1,1,"Yes",2.1437,0,0.00036,"Yes"
"16729","GO_BP","504431_GO_0035247_PEPTIDYL_ARGININE_OMEGA_N_METHYLATION",8,0.6632,0.91,1,"Yes",-0.7575,0.78,1,"No"
"16730","GO_BP","849955_GO_1902254_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR",16,0.6637,0.91,1,"Yes",-0.7342,0.83,1,"No"
"16731","GO_MF","496337_GO_0016278_LYSINE_N_METHYLTRANSFERASE_ACTIVITY",47,0.664,0.99,1,"Yes",-1.0603,0.34,0.86,"No"
"16732","REACTOME","730313_REACT_150266_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION",11,0.664,0.9,1,"Yes",1.2226,0.23,0.42,"Yes"
"16733","REACTOME","105863_REACT_1587_HOMOLOGOUS_RECOMBINATION_REPAIR_OF_REPLICATION_INDEPENDENT_DOUBLE_STRAND_BREAKS",17,0.6642,0.93,1,"Yes",-0.7045,0.87,1,"No"
"16734","C4_Cancer_gene_neighborhoods","C4_CGN_34_MORF_RAD21",182,0.6643,1,1,"Yes",2.3566,0,0,"Yes"
"16735","GO_BP","487614_GO_0001711_ENDODERMAL_CELL_FATE_COMMITMENT",13,0.6653,0.9,1,"Yes",0.7483,0.81,1,"Yes"
"16736","GO_BP","495991_GO_0015867_ATP_TRANSPORT",6,0.6659,0.87,1,"Yes",0.8535,0.66,1,"Yes"
"16737","OMIM_gene","OMIM606382_MEMBRANE_ASSOCIATED_GUANYLATE_KINASE_WW_AND_PDZ_DOMAINS_CONTAINING_2_MAGI2",6,0.6666,0.87,1,"Yes",0.6311,0.9,1,"Yes"
"16738","GO_BP","753393_GO_1900409_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_OXIDATIVE_STRESS",10,0.6668,0.92,1,"Yes",1.0131,0.43,0.97,"Yes"
"16739","REACTOME","105862_REACT_1874_HOMOLOGOUS_RECOMBINATION_REPAIR",17,0.6669,0.93,1,"Yes",-0.7085,0.88,1,"No"
"16740","KEGG_compound","C00330_DEOXYGUANOSINE_2_DEOXYGUANOSINE",11,0.6672,0.91,1,"Yes",0.8788,0.6,1,"Yes"
"16741","C1_Positional","C1_ALL_172_CHR11P",5,0.6673,0.87,0.99,"Yes",1.5934,0.016,0.23,"Yes"
"16742","GO_BP","497177_GO_0018206_PEPTIDYL_METHIONINE_MODIFICATION",10,0.6675,0.89,1,"Yes",1.0983,0.34,0.91,"Yes"
"16743","C4_Cancer_gene_neighborhoods","C4_CGN_44_MORF_RRM1",102,0.6676,1,1,"Yes",1.8426,0,0.0014,"Yes"
"16744","C2_Chemical_and_genetic_perturbations","C2_CGP_3356_HOLLEMAN_ASPARAGINASE_RESISTANCE_ALL_DN",25,0.668,0.94,1,"Yes",1.6302,0.019,0.12,"Yes"
"16745","KEGG_compound","C00299_URIDINE",15,0.668,0.92,1,"Yes",0.5409,0.99,1,"Yes"
"16746","GO_CC","500382_GO_0031095_PLATELET_DENSE_TUBULAR_NETWORK_MEMBRANE",9,0.6681,0.9,1,"Yes",-1.2574,0.19,0.67,"No"
"16747","GO_BP","912528_GO_0044819_MITOTIC_G1_S_TRANSITION_CHECKPOINT",77,0.6683,1,1,"Yes",1.6106,0.011,0.28,"Yes"
"16748","C4_Cancer_gene_neighborhoods","C4_CGN_12_MORF_CCNF",78,0.6684,1,1,"Yes",0.8927,0.67,0.84,"Yes"
"16749","GO_BP","508860_GO_0046606_NEGATIVE_REGULATION_OF_CENTROSOME_CYCLE",10,0.6687,0.89,1,"Yes",1.0727,0.37,0.93,"Yes"
"16750","GO_MF","489774_GO_0004415_HYALURONONGLUCOSAMINIDASE_ACTIVITY",8,0.6687,0.88,1,"Yes",0.6816,0.87,1,"Yes"
"16751","GO_CC","490749_GO_0005697_TELOMERASE_HOLOENZYME_COMPLEX",6,0.6687,0.86,1,"Yes",-0.688,0.83,1,"No"
"16752","GO_BP","755127_GO_2001021_NEGATIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS",45,0.6689,0.98,1,"Yes",1.1754,0.21,0.81,"Yes"
"16753","GO_BP","1051070_GO_1903430_NEGATIVE_REGULATION_OF_CELL_MATURATION",7,0.6694,0.88,1,"Yes",0.9639,0.5,1,"Yes"
"16754","GO_BP","849925_GO_1902224_KETONE_BODY_METABOLIC_PROCESS",9,0.6697,0.89,1,"Yes",1.2019,0.25,0.78,"Yes"
"16755","GO_MF","500843_GO_0031593_POLYUBIQUITIN_BINDING",36,0.6698,0.94,1,"Yes",-0.935,0.56,0.96,"No"
"16756","GO_MF","496556_GO_0016615_MALATE_DEHYDROGENASE_ACTIVITY",7,0.6699,0.86,1,"Yes",1.2267,0.21,0.7,"Yes"
"16757","GO_BP","519378_GO_2000739_REGULATION_OF_MESENCHYMAL_STEM_CELL_DIFFERENTIATION",6,0.6699,0.86,1,"Yes",0.8544,0.65,1,"Yes"
"16758","C2_Chemical_and_genetic_perturbations","C2_CGP_2362_GRATIAS_RETINOBLASTOMA_16Q24",17,0.6706,0.91,1,"Yes",1.0468,0.4,0.72,"Yes"
"16759","GO_BP","503288_GO_0034080_CENP_A_CONTAINING_NUCLEOSOME_ASSEMBLY",42,0.6707,0.97,1,"Yes",-0.9525,0.53,1,"No"
"16760","REACTOME","1127496_REACT_264544_ACTIVATION_OF_PPARGC1A_PGC_1ALPHA_BY_PHOSPHORYLATION",10,0.6708,0.89,1,"Yes",0.847,0.63,0.96,"Yes"
"16761","GO_CC","487156_GO_0000932_CYTOPLASMIC_MRNA_PROCESSING_BODY",62,0.6709,1,1,"Yes",0.7692,0.92,0.97,"Yes"
"16762","GO_MF","492579_GO_0008252_NUCLEOTIDASE_ACTIVITY",15,0.6712,0.91,1,"Yes",0.5383,0.98,1,"Yes"
"16763","GO_BP","1039895_GO_0061641_CENP_A_CONTAINING_CHROMATIN_ORGANIZATION",42,0.6714,0.96,1,"Yes",-0.9588,0.52,1,"No"
"16764","GO_BP","514524_GO_0060969_NEGATIVE_REGULATION_OF_GENE_SILENCING",15,0.6718,0.91,1,"Yes",0.5982,0.95,1,"Yes"
"16765","GO_BP","493385_GO_0009189_DEOXYRIBONUCLEOSIDE_DIPHOSPHATE_BIOSYNTHETIC_PROCESS",5,0.6719,0.84,1,"Yes",0.9428,0.52,1,"Yes"
"16766","GO_CC","490763_GO_0005721_PERICENTRIC_HETEROCHROMATIN",14,0.672,0.91,1,"Yes",0.5157,0.99,1,"Yes"
"16767","GO_BP","491280_GO_0006336_DNA_REPLICATION_INDEPENDENT_NUCLEOSOME_ASSEMBLY",53,0.6723,0.98,1,"Yes",-0.8969,0.68,1,"No"
"16768","C4_Cancer_gene_neighborhoods","C4_CGN_286_GNF2_BUB3",28,0.6723,0.94,1,"Yes",1.8394,0.0022,0.0015,"Yes"
"16769","GO_MF","496338_GO_0016279_PROTEIN_LYSINE_N_METHYLTRANSFERASE_ACTIVITY",47,0.6723,0.96,1,"Yes",-1.0763,0.32,0.86,"No"
"16770","GO_MF","492755_GO_0008469_HISTONE_ARGININE_N_METHYLTRANSFERASE_ACTIVITY",8,0.6727,0.88,1,"Yes",-0.7587,0.78,1,"No"
"16771","C3_TF_targets","C3_TFT_488_GGGNRMNNYCAT_UNKNOWN",79,0.6731,1,1,"Yes",0.9214,0.61,1,"Yes"
"16772","GO_MF","498066_GO_0019211_PHOSPHATASE_ACTIVATOR_ACTIVITY",11,0.6733,0.88,1,"Yes",1.4485,0.064,0.43,"Yes"
"16773","C4_Cancer_modules","C4_CM_24_MODULE_25",13,0.6734,0.91,1,"Yes",1.9301,0,0.0064,"Yes"
