"","ND410-B","ND422-B","ND426-B","SLE1077-B","SLE1169-B","SLE985-B","ND410-T","ND422-T","ND426-T","SLE1077-T","SLE1169-T","SLE985-T","ND410-M","ND422-M","ND430-M","SLE1077-M","SLE1169-M","SLE985-M"
"101927039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927044",2,4,12,0,1,1,1,4,0,0,0,2,1,5,6,1,1,1
"101927045",2,3,2,4,5,1,3,5,11,3,6,1,2,1,3,1,2,1
"101927051",3,4,2,1,2,1,0,1,3,1,0,0,7,3,18,4,5,2
"101927053",3,1,0,0,0,1,1,0,12,1,0,0,0,0,0,0,0,0
"101927054",16,10,37,21,27,20,12,9,4,6,30,15,10,15,12,3,19,12
"101927055",64,11,40,27,25,36,60,39,58,15,23,11,3,0,4,1,1,3
"101927057",3,2,1,0,2,0,4,6,7,4,0,2,5,0,5,5,14,2
"101927060",3,0,1,1,2,0,1,2,1,0,5,0,9,2,5,10,2,4
"101927063",2,1,4,1,3,1,1,0,0,1,0,0,0,0,0,0,1,0
"101927066",7,5,4,2,6,1,5,5,1,5,3,3,10,1,23,10,32,11
"101927069",19,2,17,0,7,3,1,3,0,2,0,1,18,19,38,11,21,33
"101927070",0,4,0,0,0,0,0,1,2,3,3,1,0,0,0,0,0,1
"101927071",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"101927085",36,16,22,13,6,9,13,18,13,4,5,12,21,14,24,124,63,48
"101927086",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927094",1,1,0,1,0,2,0,0,0,0,0,1,0,3,0,0,0,1
"101927095",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"101927096",0,0,0,0,0,1,0,0,0,2,0,0,1,0,1,1,0,0
"101927103",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"101927104",1,2,4,0,0,0,2,3,1,1,0,1,0,0,0,1,0,0
"101927110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927116",1,0,0,0,0,1,1,0,5,1,0,0,2,0,0,0,0,0
"101927118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927119",0,0,1,0,1,0,0,0,11,0,0,0,0,0,0,0,3,0
"101927121",4,3,32,2,0,0,40,16,28,18,24,25,2,2,3,0,0,0
"101927124",1,1,0,0,6,0,2,0,2,0,5,0,0,0,0,0,0,0
"101927125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"101927127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927131",5,5,1,1,4,2,19,7,9,2,2,0,2,0,11,1,0,1
"101927133",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927135",0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0
"101927137",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"101927143",3,4,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0,1
"101927144",1,3,0,5,6,2,0,6,0,3,5,1,1,0,3,0,0,0
"101927147",0,0,1,1,0,0,0,1,0,0,0,0,2,1,0,1,0,0
"101927151",9,2,9,6,25,5,12,11,6,3,15,5,4,3,2,2,1,3
"101927153",1,4,1,0,0,2,0,0,0,0,0,1,2,5,2,3,5,4
"101927157",1,3,0,0,1,0,1,1,1,0,2,0,0,0,1,2,1,0
"101927160",0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"101927161",16,10,10,6,17,5,9,10,16,2,2,2,0,0,1,0,1,1
"101927163",1,1,0,0,4,0,3,2,0,0,2,0,0,0,0,0,0,0
"101927166",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"101927169",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"101927170",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"101927178",79,107,174,60,143,51,489,448,189,48,223,31,63,28,142,48,133,49
"101927179",1,0,2,0,0,0,3,1,0,0,0,0,3,0,1,0,0,0
"101927180",3,4,0,3,4,3,7,2,0,7,8,1,2,1,5,0,3,0
"101927181",14,6,36,1,2,0,12,12,13,2,3,4,5,0,5,3,0,0
"101927183",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927185",1,3,0,2,0,3,2,3,0,0,4,1,0,0,9,1,1,0
"101927187",12,13,21,15,28,19,9,5,17,20,27,12,11,13,17,9,17,21
"101927188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"101927190",8,4,20,4,11,5,6,13,2,3,6,1,0,1,8,1,5,1
"101927198",0,0,1,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0
"101927201",5,7,0,1,2,3,12,13,4,1,5,2,2,0,7,2,1,0
"101927202",2,1,14,1,0,0,5,3,5,2,1,4,0,0,0,1,0,1
"101927205",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"101927206",5,1,0,3,2,11,2,0,5,0,2,4,15,5,8,18,22,65
"101927208",1,1,0,1,0,0,4,5,0,3,1,1,4,0,5,3,5,6
"101927210",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"101927212",1,0,3,0,2,3,1,1,2,1,3,0,0,1,1,1,0,0
"101927216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927225",0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"101927226",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"101927227",6,0,4,1,2,4,3,4,4,0,1,1,5,1,9,2,2,3
"101927228",0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
"101927229",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"101927233",14,5,23,11,8,9,16,7,17,10,16,4,2,4,7,6,2,1
"101927234",1,1,0,1,0,0,1,0,1,0,0,0,1,2,1,1,1,1
"101927235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927241",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"101927245",0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0
"101927247",0,2,0,0,0,0,0,0,0,0,0,0,2,6,3,1,0,0
"101927250",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"101927252",0,0,3,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
"101927253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927254",0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,0,0,4
"101927255",5,3,2,3,14,11,3,4,1,10,9,5,5,2,6,8,4,5
"101927256",41,25,26,18,43,21,22,24,8,9,9,13,2,5,7,2,1,2
"101927258",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"101927259",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927260",0,3,17,1,0,1,0,3,1,0,0,1,2,0,4,0,2,2
"101927262",0,1,0,0,0,1,5,2,0,1,1,0,2,0,0,0,0,0
"101927266",4,3,14,5,9,4,26,13,9,2,12,6,3,1,6,2,3,1
"101927268",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"101927271",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927278",0,1,0,1,4,1,0,1,0,0,0,0,3,3,2,4,1,1
"101927279",0,3,0,1,3,2,0,6,0,0,3,1,1,1,4,1,1,2
"101927280",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927288",9,11,31,1,13,7,9,6,17,12,23,8,0,4,1,5,2,2
"101927293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927300",0,2,0,0,3,0,1,1,0,0,3,0,0,2,0,2,4,1
"101927301",1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"101927306",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"101927308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927311",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927318",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927319",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"101927321",2,5,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"101927322",13,45,22,7,1,7,5,4,2,5,2,2,44,81,29,23,16,15
"101927326",3,3,0,2,9,1,12,5,5,1,2,1,2,1,3,0,0,0
"101927330",0,1,0,0,1,0,0,0,0,1,0,0,0,1,2,0,2,0
"101927339",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927340",1,6,3,3,6,3,8,7,11,2,9,2,8,6,4,1,4,4
"101927344",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"101927345",0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
"101927354",1,2,1,0,1,0,5,2,7,1,2,0,1,0,0,0,2,0
"101927355",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"101927357",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"101927366",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"101927367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927369",0,2,6,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1
"101927371",34,15,8,29,72,43,12,3,0,16,14,11,49,11,58,52,69,52
"101927372",1,1,0,1,2,0,2,0,3,2,1,0,0,0,3,0,0,0
"101927375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"101927376",0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0
"101927377",3,0,1,2,3,3,1,1,3,2,9,0,0,1,0,0,3,0
"101927381",3,1,0,0,0,0,9,2,0,0,2,1,0,0,1,0,0,0
"101927382",0,20,4,38,6,4,0,13,12,12,1,1,2,31,48,47,3,9
"101927385",115,44,91,35,90,68,97,47,9,19,38,16,12,8,32,7,8,5
"101927393",73,66,41,7,28,7,18,39,9,7,7,8,172,72,214,22,45,24
"101927400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927402",39,42,26,32,22,19,9,6,4,8,6,3,64,70,87,32,46,34
"101927405",0,0,1,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0
"101927407",2,4,4,5,7,4,4,3,2,2,8,1,2,2,6,2,1,1
"101927409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927417",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,4
"101927420",4,3,0,4,6,2,2,0,1,1,4,0,0,2,0,2,3,3
"101927423",2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"101927429",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927430",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927432",0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0
"101927435",0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"101927437",0,0,0,0,2,0,2,6,2,0,3,1,0,0,2,0,0,0
"101927441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"101927442",0,0,0,0,1,0,1,4,0,6,1,2,0,0,0,0,0,0
"101927445",2,5,5,0,0,1,7,3,0,1,2,0,3,1,4,3,4,0
"101927447",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927451",12,6,5,5,16,9,23,22,26,5,32,7,10,8,10,1,4,1
"101927454",3,1,14,1,1,2,2,4,38,0,0,0,0,0,2,1,1,0
"101927466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"101927469",2,2,1,0,3,0,3,0,4,0,1,1,0,0,2,1,2,0
"101927471",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"101927473",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927481",1,0,0,1,0,0,1,0,21,1,0,0,6,1,1,2,3,4
"101927484",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"101927505",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"101927506",5,4,3,6,1,0,2,0,3,3,1,6,5,1,4,3,1,0
"101927508",0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
"101927509",13,19,6,10,18,7,19,28,1,7,19,9,11,14,13,9,18,14
"101927510",0,0,0,3,0,0,0,0,4,1,0,1,0,1,1,0,1,2
"101927511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927512",0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,1,2,3
"101927514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927520",12,21,13,6,0,8,26,14,35,13,1,25,15,29,21,16,1,30
"101927522",3,2,0,0,0,0,0,0,0,2,0,0,1,0,1,1,3,7
"101927529",0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1
"101927531",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927532",1,1,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,1
"101927536",0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"101927542",0,0,1,1,7,0,0,0,0,1,0,0,0,0,0,0,1,0
"101927544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927546",1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1
"101927547",24,15,45,27,87,15,80,55,40,24,59,16,6,3,19,10,11,10
"101927553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927556",337,288,421,423,409,434,300,188,79,245,404,278,389,249,397,328,398,400
"101927559",1,2,0,1,9,6,3,1,1,7,22,7,10,4,10,8,21,23
"101927561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927567",29,8,14,20,93,16,88,52,37,33,52,19,9,2,8,3,20,9
"101927568",0,2,0,4,3,3,0,0,0,2,0,2,0,0,0,2,2,6
"101927573",0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,1,3,2
"101927576",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927578",39,41,85,45,116,36,83,73,72,20,130,35,19,18,32,17,40,23
"101927579",1,2,2,0,2,1,1,1,5,2,5,3,0,2,6,0,4,1
"101927581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"101927582",0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"101927583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927585",2,2,11,1,5,8,9,2,4,0,3,5,4,0,4,1,1,0
"101927589",0,3,7,1,0,0,2,3,0,1,0,1,3,6,7,1,1,0
"101927595",7,12,15,10,9,12,33,15,19,10,21,7,10,4,6,7,6,1
"101927596",3,3,3,4,9,3,14,17,5,4,18,6,0,1,1,1,2,1
"101927603",3,5,5,0,1,1,1,6,8,2,2,1,2,2,6,1,0,3
"101927609",1,1,0,0,1,0,0,1,0,4,0,0,4,2,0,1,5,1
"101927610",2,1,10,2,5,1,3,4,29,2,3,4,0,3,3,3,2,5
"101927612",39,49,86,19,38,15,137,125,348,7,43,16,27,10,52,10,15,7
"101927613",0,0,16,0,0,0,7,1,4,2,2,1,0,0,0,0,0,0
"101927617",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"101927623",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"101927624",0,1,2,0,0,0,0,0,0,0,0,1,2,1,0,1,0,1
"101927632",8,15,9,13,6,9,3,16,21,6,1,6,5,17,5,4,3,4
"101927634",1,1,1,0,0,0,5,5,1,2,2,1,0,0,0,0,0,0
"101927644",1,1,0,1,1,0,0,0,0,0,0,1,4,0,2,2,4,2
"101927645",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927647",18,24,40,35,41,19,69,41,6,22,23,23,352,29,219,126,236,200
"101927651",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"101927652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927659",1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,3,0,2
"101927660",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"101927663",2,1,0,1,0,0,0,1,0,2,1,2,0,0,0,0,0,0
"101927670",0,0,2,0,3,2,1,2,2,1,4,0,0,0,0,0,0,0
"101927671",0,1,0,0,0,0,0,1,0,0,0,1,0,2,4,0,0,0
"101927673",1,1,0,0,1,0,7,3,0,0,3,0,0,0,0,0,0,0
"101927674",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927675",8,4,9,5,7,6,9,9,17,1,1,8,1,1,3,2,1,10
"101927681",3,4,2,0,0,1,1,0,0,0,0,0,2,1,3,1,0,2
"101927682",0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1
"101927684",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927685",11,2,5,2,1,9,3,2,15,4,5,2,10,1,7,3,5,2
"101927686",22,13,2,3,6,2,0,3,0,3,0,1,9,24,3,6,11,15
"101927687",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"101927690",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"101927691",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"101927696",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"101927697",0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"101927699",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"101927702",1,1,0,2,8,1,4,0,2,2,0,0,0,1,0,0,0,1
"101927703",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"101927705",0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,0,0
"101927708",0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"101927712",0,1,0,0,0,0,0,0,0,0,0,0,2,7,4,0,0,1
"101927713",24,1,3,14,48,16,2,0,0,5,0,2,0,0,0,3,2,1
"101927719",2,3,8,2,11,0,3,1,4,1,5,1,2,0,2,5,1,1
"101927720",0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"101927722",0,0,2,0,0,0,2,1,0,0,3,0,0,0,1,0,0,0
"101927723",22,14,2,6,0,6,1,2,0,5,0,2,22,13,24,16,12,24
"101927725",0,0,0,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0
"101927726",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"101927727",0,2,0,1,1,0,0,0,0,0,0,0,0,3,1,4,2,2
"101927729",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927730",66,74,21,11,9,11,23,32,13,4,10,5,76,39,62,35,102,70
"101927732",10,11,1,18,13,5,12,15,36,11,19,9,3,5,23,2,9,7
"101927733",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"101927736",0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0
"101927741",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"101927745",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"101927751",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"101927752",2,12,10,8,5,5,6,3,1,7,17,1,23,38,33,35,19,29
"101927754",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"101927756",0,0,0,0,1,0,1,1,0,1,0,0,3,0,0,1,1,3
"101927759",31,36,7,3,2,1,9,16,1,7,3,4,69,107,50,39,37,29
"101927761",1,5,0,0,4,1,0,0,2,2,2,0,2,0,2,0,1,0
"101927762",0,0,0,2,0,0,0,0,0,0,1,1,0,2,3,1,1,2
"101927763",7,3,0,2,1,1,7,8,0,0,1,3,1,0,5,0,0,2
"101927764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927765",2,11,9,6,3,4,2,0,6,11,4,3,1,11,4,3,2,8
"101927767",0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0
"101927772",39,19,41,4,17,8,23,17,3,6,9,8,58,16,86,27,49,37
"101927773",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"101927774",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"101927775",7,0,17,1,1,0,3,1,1,3,0,0,1,1,0,0,0,0
"101927777",3,4,0,0,0,3,3,2,5,4,9,6,0,2,1,1,0,0
"101927779",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927783",0,0,2,0,3,0,3,2,0,1,2,1,0,0,0,0,0,0
"101927788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927789",2,1,5,1,0,0,1,1,0,0,0,1,1,2,4,0,0,1
"101927792",0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0
"101927793",12,10,5,5,10,9,0,0,0,1,0,0,6,6,14,4,3,1
"101927799",14,4,6,2,20,3,15,8,1,10,11,5,8,5,4,10,3,0
"101927800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"101927803",4,1,5,0,0,2,0,3,0,1,0,3,0,0,4,0,0,1
"101927805",1,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0
"101927806",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"101927809",4,0,2,3,2,0,11,5,3,1,5,3,0,0,0,0,0,0
"101927810",0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1
"101927811",5,6,4,1,0,0,1,1,0,1,0,1,6,17,1,10,6,8
"101927814",5,3,0,1,0,4,3,2,2,0,1,0,5,3,5,0,2,1
"101927823",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927824",0,3,0,0,2,0,0,0,0,1,0,0,2,2,0,0,0,0
"101927825",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"101927826",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927828",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927837",0,3,3,1,1,0,0,1,0,0,2,0,0,3,1,2,0,4
"101927838",40,24,22,26,51,37,47,28,23,12,37,12,29,14,26,25,14,18
"101927839",6,0,1,1,4,0,8,11,2,3,4,2,2,2,1,1,0,2
"101927840",0,3,8,0,1,0,47,14,10,6,25,9,0,1,0,1,0,0
"101927841",103,55,165,88,86,85,116,123,126,30,59,31,32,54,41,20,7,15
"101927842",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"101927848",15,30,23,13,21,7,42,57,11,10,23,6,17,7,14,11,8,11
"101927850",6,7,4,2,1,0,11,7,6,3,6,1,4,0,1,0,0,0
"101927853",5,8,50,1,6,2,50,96,262,1,0,0,7,1,12,2,0,0
"101927854",11,1,4,14,15,12,8,1,0,62,1,19,20,0,6,4,4,2
"101927855",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927856",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927858",15,13,25,24,32,16,59,26,20,29,41,31,43,17,32,7,3,7
"101927861",10,7,28,0,66,15,13,8,14,0,89,14,4,2,13,1,11,5
"101927862",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927863",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"101927864",5,0,2,1,0,0,2,0,0,0,0,1,1,0,0,0,1,0
"101927868",112,47,112,115,172,148,130,73,127,54,69,60,11,10,27,27,8,18
"101927870",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"101927872",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"101927875",0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
"101927879",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927886",3,10,1,6,7,11,2,1,1,2,1,1,4,6,2,2,2,2
"101927888",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927894",7,0,0,0,4,3,1,3,0,3,0,0,0,2,2,1,0,8
"101927895",6,10,18,5,6,5,17,7,24,2,6,2,5,21,7,2,3,11
"101927896",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927897",2,0,1,1,5,0,3,5,1,1,1,0,1,0,2,1,1,0
"101927898",21,16,33,16,19,23,35,22,5,17,21,9,5,6,25,4,2,5
"101927899",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"101927902",457,162,197,161,192,135,75,118,199,47,48,18,142,307,155,137,126,136
"101927903",0,4,24,2,6,3,1,4,16,0,4,1,1,1,9,2,0,2
"101927904",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"101927906",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927910",29,32,43,19,50,14,63,43,77,22,30,12,29,20,53,33,30,15
"101927911",4,8,5,2,3,3,7,3,5,1,2,7,14,14,15,4,2,7
"101927913",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927919",0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"101927921",3,7,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"101927929",0,1,2,2,3,1,2,2,0,2,4,1,1,1,1,1,0,1
"101927931",4,4,11,0,6,5,1,2,0,1,1,0,0,2,7,0,2,1
"101927932",2,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"101927933",2,1,3,2,3,1,9,8,28,1,2,4,6,2,4,0,1,4
"101927934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927940",0,0,0,0,0,0,0,4,0,1,2,0,0,0,1,1,0,0
"101927941",1,2,1,2,2,0,1,1,0,1,0,0,0,0,0,0,0,2
"101927942",0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"101927943",1,0,2,4,1,2,0,0,0,5,0,1,0,1,4,3,3,6
"101927944",2,1,1,2,7,3,1,0,0,0,0,2,0,0,0,1,0,0
"101927949",0,0,0,1,0,0,0,1,0,0,0,1,2,3,3,0,0,1
"101927952",4,6,7,0,0,0,13,9,7,4,10,6,21,12,6,0,6,5
"101927954",27,39,42,44,60,25,91,62,85,31,75,59,37,39,68,23,33,36
"101927955",8,1,4,2,5,5,0,0,0,0,0,0,1,0,4,1,3,5
"101927956",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927957",3,0,30,1,0,4,0,0,0,2,1,0,0,0,4,0,0,0
"101927958",0,1,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0
"101927959",0,1,0,0,0,0,1,1,0,0,0,0,1,1,2,1,0,1
"101927960",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
