"","Collection","Gene_set","Size","NES_B_Cell","PValue_B_Cell","FDR_B_Cell","NES_T_Cell","PValue_T_Cell","FDR_T_Cell","NES_Monocyte","PValue_Monocyte","FDR_Monocyte"
"GO_BP:492653_GO_0048148_BEHAVIORAL_RESPONSE_TO_COCAINE","GO_BP","492653_GO_0048148_BEHAVIORAL_RESPONSE_TO_COCAINE",12,-0.6782,0.87,0.97,-1.2178,0.21,0.88,0.9286,0.56,0.92
"C1_Positional:C1_ALL_211_CHR9Q34","C1_Positional","C1_ALL_211_CHR9Q34",229,-0.6781,1,0.99,-1.059,0.3,1,-1.1635,0.13,0.69
"GO_MF:752539_GO_0090482_VITAMIN_TRANSMEMBRANE_TRANSPORTER_ACTIVITY","GO_MF","752539_GO_0090482_VITAMIN_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",6,-0.678,0.86,0.96,-1.0634,0.4,0.86,-0.6875,0.85,1
"REACTOME:106108_REACT_11082_IMPORT_OF_PALMITOYL_COA_INTO_THE_MITOCHONDRIAL_MATRIX","REACTOME","106108_REACT_11082_IMPORT_OF_PALMITOYL_COA_INTO_THE_MITOCHONDRIAL_MATRIX",11,-0.6779,0.88,0.97,-0.7984,0.75,1,1.11,0.34,0.96
"GO_BP:505862_GO_0042756_DRINKING_BEHAVIOR","GO_BP","505862_GO_0042756_DRINKING_BEHAVIOR",8,-0.6779,0.86,0.97,1.0722,0.36,0.93,1.4811,0.067,0.58
"GO_BP:512430_GO_0051552_FLAVONE_METABOLIC_PROCESS","GO_BP","512430_GO_0051552_FLAVONE_METABOLIC_PROCESS",6,-0.6773,0.89,0.97,0.979,0.49,1,1.8685,0,0.2
"GO_BP:784757_GO_1902033_REGULATION_OF_HEMATOPOIETIC_STEM_CELL_PROLIFERATION","GO_BP","784757_GO_1902033_REGULATION_OF_HEMATOPOIETIC_STEM_CELL_PROLIFERATION",5,-0.6773,0.85,0.97,1.1144,0.34,0.88,0.9198,0.55,0.93
"C2_Chemical_and_genetic_perturbations:C2_CGP_18_KORKOLA_EMBRYONAL_CARCINOMA_DN","C2_Chemical_and_genetic_perturbations","C2_CGP_18_KORKOLA_EMBRYONAL_CARCINOMA_DN",12,-0.6772,0.88,0.97,-0.8979,0.59,1,0.6457,0.92,1
"C3_MicroRNA_targets:C3_MIR_57_ACACTCC_MIR_122A","C3_MicroRNA_targets","C3_MIR_57_ACACTCC_MIR_122A",75,-0.6771,0.97,1,0.7236,0.95,1,-0.8952,0.68,1
"GO_BP:510190_GO_0048026_POSITIVE_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME","GO_BP","510190_GO_0048026_POSITIVE_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME",16,-0.677,0.9,0.97,-0.7296,0.83,1,-1.1329,0.3,0.75
"OMIM_gene:OMIM611756_ROPN1_LIKE_PROTEIN_ROPN1L","OMIM_gene","OMIM611756_ROPN1_LIKE_PROTEIN_ROPN1L",7,-0.6769,0.89,1,-0.6174,0.91,0.94,0.581,0.97,1
"C2_Chemical_and_genetic_perturbations:C2_CGP_3000_JIANG_HYPOXIA_VIA_VHL","C2_Chemical_and_genetic_perturbations","C2_CGP_3000_JIANG_HYPOXIA_VIA_VHL",34,-0.6767,0.92,0.97,1.477,0.032,0.23,-0.9404,0.54,0.83
"C4_Cancer_modules:C4_CM_248_MODULE_280","C4_Cancer_modules","C4_CM_248_MODULE_280",44,-0.6767,0.94,0.96,1.3615,0.093,0.22,1.2403,0.14,0.53
"GO_BP:514011_GO_0060456_POSITIVE_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS","GO_BP","514011_GO_0060456_POSITIVE_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS",10,-0.6764,0.88,0.97,0.7505,0.82,1,-0.7422,0.78,1
"C1_Positional:C1_ALL_192_CHR13Q12","C1_Positional","C1_ALL_192_CHR13Q12",81,-0.6764,0.96,0.98,1.6294,0,0.22,1.0675,0.35,0.7
"GO_BP:509009_GO_0046782_REGULATION_OF_VIRAL_TRANSCRIPTION","GO_BP","509009_GO_0046782_REGULATION_OF_VIRAL_TRANSCRIPTION",80,-0.6761,0.97,0.97,1.3617,0.032,0.6,0.5591,1,1
"C7_Immunologic_signatures:C7_ALL_1733_GSE39820_TGFBETA1_VS_TGFBETA3_IN_IL6_TREATED_CD4_TCELL_UP","C7_Immunologic_signatures","C7_ALL_1733_GSE39820_TGFBETA1_VS_TGFBETA3_IN_IL6_TREATED_CD4_TCELL_UP",200,-0.6761,0.99,1,1.0888,0.25,0.47,-1.0175,0.4,0.69
"C7_Immunologic_signatures:C7_ALL_1853_GSE9006_TYPE_1_VS_TYPE_2_DIABETES_PBMC_AT_DX_UP","C7_Immunologic_signatures","C7_ALL_1853_GSE9006_TYPE_1_VS_TYPE_2_DIABETES_PBMC_AT_DX_UP",200,-0.676,0.99,1,0.9479,0.64,0.9,-1.0663,0.28,0.58
"C2_Chemical_and_genetic_perturbations:C2_CGP_63_GAZDA_DIAMOND_BLACKFAN_ANEMIA_PROGENITOR_DN","C2_Chemical_and_genetic_perturbations","C2_CGP_63_GAZDA_DIAMOND_BLACKFAN_ANEMIA_PROGENITOR_DN",66,-0.6759,0.96,0.97,1.5499,0.0067,0.17,-0.8404,0.8,0.93
"GO_BP:494868_GO_0010804_NEGATIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY","GO_BP","494868_GO_0010804_NEGATIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY",10,-0.6758,0.88,0.97,-0.5973,0.92,1,1.0531,0.36,0.8
"GO_CC:504437_GO_0035253_CILIARY_ROOTLET","GO_CC","504437_GO_0035253_CILIARY_ROOTLET",9,-0.6757,0.89,1,-0.7186,0.84,1,-0.7636,0.79,1
"GO_BP:752469_GO_0086103_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_HEART_PROCESS","GO_BP","752469_GO_0086103_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_HEART_PROCESS",6,-0.6756,0.89,0.97,0.7766,0.75,1,1.5103,0.058,0.55
"GO_BP:514741_GO_0061196_FUNGIFORM_PAPILLA_DEVELOPMENT","GO_BP","514741_GO_0061196_FUNGIFORM_PAPILLA_DEVELOPMENT",6,-0.6748,0.86,0.97,-0.9677,0.48,1,0.9513,0.49,0.9
"GO_BP:506568_GO_0043537_NEGATIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION","GO_BP","506568_GO_0043537_NEGATIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",21,-0.6747,0.91,0.97,-0.6805,0.91,1,0.6806,0.89,1
"GO_BP:982301_GO_0098596_IMITATIVE_LEARNING","GO_BP","982301_GO_0098596_IMITATIVE_LEARNING",5,-0.6747,0.88,0.97,-1.0517,0.4,0.97,1.3854,0.14,0.63
"GO_BP:1022085_GO_0044848_BIOLOGICAL_PHASE","GO_BP","1022085_GO_0044848_BIOLOGICAL_PHASE",362,-0.6746,1,0.97,1.4941,0,0.42,-1.2086,0.055,0.73
"GO_CC:501811_GO_0032585_MULTIVESICULAR_BODY_MEMBRANE","GO_CC","501811_GO_0032585_MULTIVESICULAR_BODY_MEMBRANE",7,-0.6741,0.87,1,1.1247,0.33,0.61,-0.6891,0.86,1
"GO_BP:755244_GO_2001138_REGULATION_OF_PHOSPHOLIPID_TRANSPORT","GO_BP","755244_GO_2001138_REGULATION_OF_PHOSPHOLIPID_TRANSPORT",7,-0.674,0.86,0.97,-0.8889,0.59,1,0.5729,0.95,1
"GO_BP:495940_GO_0015809_ARGININE_TRANSPORT","GO_BP","495940_GO_0015809_ARGININE_TRANSPORT",6,-0.6737,0.86,0.97,1.0046,0.45,0.98,1.4588,0.08,0.59
"C7_Immunologic_signatures:C7_ALL_499_GSE17721_CTRL_VS_CPG_2H_BMDM_UP","C7_Immunologic_signatures","C7_ALL_499_GSE17721_CTRL_VS_CPG_2H_BMDM_UP",197,-0.6735,1,1,1.0877,0.25,0.47,-0.8806,0.82,0.97
"GO_MF:515811_GO_0070883_PRE_MIRNA_BINDING","GO_MF","515811_GO_0070883_PRE_MIRNA_BINDING",7,-0.6733,0.87,0.96,-1.1247,0.33,0.81,-0.77,0.76,0.98
"REACTOME:106475_REACT_12564_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL","REACTOME","106475_REACT_12564_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL",13,-0.6733,0.89,0.97,-0.7981,0.73,1,-0.9965,0.45,0.84
"KEGG_reaction:R08383_9_CIS_RETINOL_NADP_9_CIS_RETINAL_NADPH_H_","KEGG_reaction","R08383_9_CIS_RETINOL_NADP_9_CIS_RETINAL_NADPH_H_",5,-0.6732,0.87,0.9,-0.6152,0.91,0.99,-0.8672,0.63,0.8
"C2_Chemical_and_genetic_perturbations:C2_CGP_1730_WU_HBX_TARGETS_3_UP","C2_Chemical_and_genetic_perturbations","C2_CGP_1730_WU_HBX_TARGETS_3_UP",18,-0.6732,0.9,0.97,1.5574,0.021,0.17,0.8125,0.73,1
"GO_BP:488357_GO_0002484_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I_VIA_ER_PATHWAY","GO_BP","488357_GO_0002484_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I_VIA_ER_PATHWAY",5,-0.6731,0.87,0.97,1.1336,0.33,0.86,-0.5616,0.96,1
"GO_MF:498722_GO_0019956_CHEMOKINE_BINDING","GO_MF","498722_GO_0019956_CHEMOKINE_BINDING",13,-0.6731,0.88,0.96,1.7068,0.0099,0.15,2.0681,0,0.0087
"GO_MF:515342_GO_0070410_CO_SMAD_BINDING","GO_MF","515342_GO_0070410_CO_SMAD_BINDING",12,-0.673,0.89,0.96,-0.8607,0.65,1,0.7875,0.76,1
"C2_Chemical_and_genetic_perturbations:C2_CGP_3217_TERAO_AOX4_TARGETS_SKIN_DN","C2_Chemical_and_genetic_perturbations","C2_CGP_3217_TERAO_AOX4_TARGETS_SKIN_DN",27,-0.673,0.92,0.97,0.924,0.57,0.9,-0.7298,0.88,0.98
"KEGG_enzyme:2.4.2.30_NAD_ADP_RIBOSYLTRANSFERASE_POLY_ADP_RIBOSE_SYNTHASE_ADP_RIBOSYLTRANSFERASE_POLYMERIZING_NAD_ADP_RIBOSYLTRANSFERASE_PARP_PARP_1_NAD_POLY_ADENINE_DIPHOSPHATE_D_RIBOSYL_ACCEPTOR_ADP_D_RIBOSYL_TRANSFERASE_INCORRECT_NAD_POLY_ADENOSINE_DIPHOSPHATE_D_RIBOSYL_ACCEPTOR_ADP_D_RIBOSYL_TRANSFERASE","KEGG_enzyme","2.4.2.30_NAD_ADP_RIBOSYLTRANSFERASE_POLY_ADP_RIBOSE_SYNTHASE_ADP_RIBOSYLTRANSFERASE_POLYMERIZING_NAD_ADP_RIBOSYLTRANSFERASE_PARP_PARP_1_NAD_POLY_ADENINE_DIPHOSPHATE_D_RIBOSYL_ACCEPTOR_ADP_D_RIBOSYL_TRANSFERASE_INCORRECT_NAD_POLY_ADENOSINE_DIPHOSPHATE_D_RIBOSYL_ACCEPTOR_ADP_D_RIBOSYL_TRANSFERASE",17,-0.6729,0.89,0.88,0.6822,0.9,0.99,-0.979,0.46,0.73
"GO_BP:518318_GO_0090178_REGULATION_OF_ESTABLISHMENT_OF_PLANAR_POLARITY_INVOLVED_IN_NEURAL_TUBE_CLOSURE","GO_BP","518318_GO_0090178_REGULATION_OF_ESTABLISHMENT_OF_PLANAR_POLARITY_INVOLVED_IN_NEURAL_TUBE_CLOSURE",14,-0.6729,0.9,0.97,1.1647,0.25,0.82,0.939,0.54,0.91
"KEGG_pathway:HSA00670_ONE_CARBON_POOL_BY_FOLATE","KEGG_pathway","HSA00670_ONE_CARBON_POOL_BY_FOLATE",20,-0.6727,0.9,0.97,0.7656,0.78,1,-0.9128,0.56,0.83
"GO_BP:512468_GO_0051590_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT","GO_BP","512468_GO_0051590_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT",16,-0.6725,0.89,0.97,-0.6904,0.86,1,1.1684,0.26,0.72
"GO_BP:506615_GO_0043584_NOSE_DEVELOPMENT","GO_BP","506615_GO_0043584_NOSE_DEVELOPMENT",16,-0.6722,0.9,0.97,-0.8412,0.67,1,0.9845,0.48,0.87
"GO_BP:492133_GO_0007368_DETERMINATION_OF_LEFT_RIGHT_SYMMETRY","GO_BP","492133_GO_0007368_DETERMINATION_OF_LEFT_RIGHT_SYMMETRY",89,-0.6716,0.97,0.97,-1.0689,0.32,0.96,1.0849,0.29,0.77
"GO_CC:500566_GO_0031307_INTEGRAL_COMPONENT_OF_MITOCHONDRIAL_OUTER_MEMBRANE","GO_CC","500566_GO_0031307_INTEGRAL_COMPONENT_OF_MITOCHONDRIAL_OUTER_MEMBRANE",17,-0.6714,0.88,1,-0.6981,0.88,1,-0.9237,0.56,1
"GO_BP:519148_GO_2000508_REGULATION_OF_DENDRITIC_CELL_CHEMOTAXIS","GO_BP","519148_GO_2000508_REGULATION_OF_DENDRITIC_CELL_CHEMOTAXIS",5,-0.6713,0.88,0.97,0.7069,0.84,1,-0.6717,0.85,1
"GO_CC:497895_GO_0019012_VIRION","GO_CC","497895_GO_0019012_VIRION",11,-0.6712,0.89,1,-0.8664,0.63,0.95,0.6761,0.89,1
"C2_Chemical_and_genetic_perturbations:C2_CGP_1011_LOCKWOOD_AMPLIFIED_IN_LUNG_CANCER","C2_Chemical_and_genetic_perturbations","C2_CGP_1011_LOCKWOOD_AMPLIFIED_IN_LUNG_CANCER",214,-0.6711,0.99,0.97,1.3001,0.012,0.39,0.8567,0.87,1
"C2_Chemical_and_genetic_perturbations:C2_CGP_625_AUNG_GASTRIC_CANCER","C2_Chemical_and_genetic_perturbations","C2_CGP_625_AUNG_GASTRIC_CANCER",52,-0.671,0.96,0.97,0.8169,0.83,0.98,-1.1395,0.23,0.59
"GO_BP:501914_GO_0032688_NEGATIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION","GO_BP","501914_GO_0032688_NEGATIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION",9,-0.6709,0.88,0.97,-0.8429,0.67,1,-1.4836,0.069,0.53
"C3_TF_targets:C3_TFT_407_V_LXR_DR4_Q3","C3_TF_targets","C3_TFT_407_V_LXR_DR4_Q3",91,-0.6708,0.98,1,-1.1261,0.23,0.49,0.9744,0.53,1
"GO_BP:491972_GO_0007168_RECEPTOR_GUANYLYL_CYCLASE_SIGNALING_PATHWAY","GO_BP","491972_GO_0007168_RECEPTOR_GUANYLYL_CYCLASE_SIGNALING_PATHWAY",11,-0.6708,0.89,0.97,-1.2135,0.22,0.88,-1.5973,0.028,0.51
"GO_BP:492664_GO_0008354_GERM_CELL_MIGRATION","GO_BP","492664_GO_0008354_GERM_CELL_MIGRATION",11,-0.6708,0.9,0.97,0.7418,0.81,1,1.4339,0.083,0.6
"REACTOME:106063_REACT_12621_TIE2_SIGNALING","REACTOME","106063_REACT_12621_TIE2_SIGNALING",18,-0.6708,0.9,0.97,0.9248,0.55,0.87,-0.8024,0.78,1
"GO_BP:502306_GO_0033085_NEGATIVE_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS","GO_BP","502306_GO_0033085_NEGATIVE_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS",8,-0.6705,0.87,0.97,-1.4809,0.086,0.83,-0.6728,0.88,1
"GO_BP:491412_GO_0006515_MISFOLDED_OR_INCOMPLETELY_SYNTHESIZED_PROTEIN_CATABOLIC_PROCESS","GO_BP","491412_GO_0006515_MISFOLDED_OR_INCOMPLETELY_SYNTHESIZED_PROTEIN_CATABOLIC_PROCESS",13,-0.6704,0.88,0.97,0.8039,0.75,1,-0.9234,0.56,0.91
"C3_MicroRNA_targets:C3_MIR_96_CGGTGTG_MIR_220","C3_MicroRNA_targets","C3_MIR_96_CGGTGTG_MIR_220",6,-0.6704,0.87,1,0.6328,0.92,1,0.8663,0.65,1
"C2_Chemical_and_genetic_perturbations:C2_CGP_1633_HEDENFALK_BREAST_CANCER_HEREDITARY_VS_SPORADIC","C2_Chemical_and_genetic_perturbations","C2_CGP_1633_HEDENFALK_BREAST_CANCER_HEREDITARY_VS_SPORADIC",50,-0.6702,0.95,0.97,1.4918,0.03,0.22,-0.7339,0.92,0.98
"C1_Positional:C1_ALL_2_CHR16Q24","C1_Positional","C1_ALL_2_CHR16Q24",86,-0.67,0.98,0.98,0.6492,0.99,1,1.0128,0.4,0.74
"C4_Cancer_gene_neighborhoods:C4_CGN_215_GCM_CDH5","C4_Cancer_gene_neighborhoods","C4_CGN_215_GCM_CDH5",33,-0.6699,0.93,1,-0.8589,0.7,1,1.0882,0.34,0.61
"GO_BP:516383_GO_0071459_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION","GO_BP","516383_GO_0071459_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION",12,-0.6699,0.89,0.97,0.5886,0.94,1,-1.0956,0.35,0.78
"GO_BP:755246_GO_2001140_POSITIVE_REGULATION_OF_PHOSPHOLIPID_TRANSPORT","GO_BP","755246_GO_2001140_POSITIVE_REGULATION_OF_PHOSPHOLIPID_TRANSPORT",7,-0.6697,0.86,0.97,-0.8641,0.64,1,0.5806,0.95,1
"GO_CC:799471_GO_1990075_PERICILIARY_MEMBRANE_COMPARTMENT","GO_CC","799471_GO_1990075_PERICILIARY_MEMBRANE_COMPARTMENT",6,-0.6693,0.87,1,-0.5369,0.97,1,0.9251,0.55,1
"GO_BP:514701_GO_0061156_PULMONARY_ARTERY_MORPHOGENESIS","GO_BP","514701_GO_0061156_PULMONARY_ARTERY_MORPHOGENESIS",5,-0.669,0.84,0.97,-0.972,0.5,1,0.9431,0.53,0.91
"GO_MF:496766_GO_0016877_LIGASE_ACTIVITY_FORMING_CARBON_SULFUR_BONDS","GO_MF","496766_GO_0016877_LIGASE_ACTIVITY_FORMING_CARBON_SULFUR_BONDS",40,-0.6689,0.96,0.96,0.9651,0.54,0.91,-0.9354,0.56,0.84
"REACTOME:106426_REACT_332_IRS_MEDIATED_SIGNALLING","REACTOME","106426_REACT_332_IRS_MEDIATED_SIGNALLING",79,-0.6689,0.97,0.97,0.8176,0.86,0.99,0.6489,0.99,1
"GO_BP:503171_GO_0033962_CYTOPLASMIC_MRNA_PROCESSING_BODY_ASSEMBLY","GO_BP","503171_GO_0033962_CYTOPLASMIC_MRNA_PROCESSING_BODY_ASSEMBLY",9,-0.6688,0.89,0.97,-0.704,0.85,1,-0.6553,0.88,1
"GO_BP:499058_GO_0021778_OLIGODENDROCYTE_CELL_FATE_SPECIFICATION","GO_BP","499058_GO_0021778_OLIGODENDROCYTE_CELL_FATE_SPECIFICATION",5,-0.6686,0.87,0.97,0.8785,0.61,1,0.7214,0.8,1
"GO_BP:502900_GO_0033683_NUCLEOTIDE_EXCISION_REPAIR_DNA_INCISION","GO_BP","502900_GO_0033683_NUCLEOTIDE_EXCISION_REPAIR_DNA_INCISION",8,-0.6683,0.88,0.97,0.9243,0.55,1,-0.5911,0.94,1
"GO_BP:505578_GO_0042438_MELANIN_BIOSYNTHETIC_PROCESS","GO_BP","505578_GO_0042438_MELANIN_BIOSYNTHETIC_PROCESS",13,-0.6682,0.89,0.97,-0.751,0.83,1,-0.7921,0.75,0.99
"GO_BP:507252_GO_0044245_POLYSACCHARIDE_DIGESTION","GO_BP","507252_GO_0044245_POLYSACCHARIDE_DIGESTION",5,-0.6681,0.87,0.97,0.9512,0.51,1,0.7716,0.77,1
"GO_BP:777517_GO_0044773_MITOTIC_DNA_DAMAGE_CHECKPOINT","GO_BP","777517_GO_0044773_MITOTIC_DNA_DAMAGE_CHECKPOINT",101,-0.668,0.98,0.97,1.5108,0.0066,0.39,-0.9679,0.52,0.88
"GO_CC:492625_GO_0016281_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_4F_COMPLEX","GO_CC","492625_GO_0016281_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_4F_COMPLEX",9,-0.6676,0.88,1,1.4212,0.074,0.28,-1.3905,0.11,0.59
"GO_BP:519365_GO_2000726_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_CELL_DIFFERENTIATION","GO_BP","519365_GO_2000726_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_CELL_DIFFERENTIATION",6,-0.6672,0.87,0.97,0.7315,0.8,1,1.0582,0.4,0.8
"GO_CC:490928_GO_0005929_CILIUM","GO_CC","490928_GO_0005929_CILIUM",431,-0.6671,1,1,-1.1326,0.12,0.73,-0.9912,0.5,1
"GO_BP:1129216_GO_0061647_HISTONE_H3_K9_MODIFICATION","GO_BP","1129216_GO_0061647_HISTONE_H3_K9_MODIFICATION",27,-0.6668,0.95,0.97,-1.3031,0.13,0.89,-1.474,0.045,0.54
"GO_BP:490999_GO_0006013_MANNOSE_METABOLIC_PROCESS","GO_BP","490999_GO_0006013_MANNOSE_METABOLIC_PROCESS",7,-0.6665,0.9,0.97,0.5967,0.93,1,-0.8323,0.67,0.97
"GO_BP:502097_GO_0032875_REGULATION_OF_DNA_ENDOREDUPLICATION","GO_BP","502097_GO_0032875_REGULATION_OF_DNA_ENDOREDUPLICATION",8,-0.6664,0.9,0.97,1.0468,0.41,0.95,-1.3776,0.11,0.59
"GO_BP:510569_GO_0048496_MAINTENANCE_OF_ORGAN_IDENTITY","GO_BP","510569_GO_0048496_MAINTENANCE_OF_ORGAN_IDENTITY",5,-0.6663,0.87,0.97,0.7815,0.73,1,1.0368,0.44,0.82
"C2_Chemical_and_genetic_perturbations:C2_CGP_1257_BYSTRYKH_SCP2_QTL","C2_Chemical_and_genetic_perturbations","C2_CGP_1257_BYSTRYKH_SCP2_QTL",6,-0.6663,0.87,0.97,0.4116,1,1,-0.7996,0.72,0.95
"GO_CC:498683_GO_0019907_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVATING_KINASE_HOLOENZYME_COMPLEX","GO_CC","498683_GO_0019907_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVATING_KINASE_HOLOENZYME_COMPLEX",6,-0.6661,0.88,1,0.7071,0.82,0.99,-0.854,0.63,1
"C2_Chemical_and_genetic_perturbations:C2_CGP_1129_PETRETTO_HEART_MASS_QTL_CIS_UP","C2_Chemical_and_genetic_perturbations","C2_CGP_1129_PETRETTO_HEART_MASS_QTL_CIS_UP",28,-0.666,0.93,0.97,0.8636,0.66,0.96,0.6093,0.98,1
"WikiPathways:920989_WP1530_MIRNA_REGULATION_OF_DNA_DAMAGE_RESPONSE","WikiPathways","920989_WP1530_MIRNA_REGULATION_OF_DNA_DAMAGE_RESPONSE",9,-0.666,0.89,0.98,0.5654,0.96,1,-0.654,0.9,1
"C2_Chemical_and_genetic_perturbations:C2_CGP_521_HUMMERICH_MALIGNANT_SKIN_TUMOR_DN","C2_Chemical_and_genetic_perturbations","C2_CGP_521_HUMMERICH_MALIGNANT_SKIN_TUMOR_DN",18,-0.6658,0.9,0.97,-0.79,0.76,1,-0.666,0.93,0.99
"GO_BP:754039_GO_1901070_GUANOSINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS","GO_BP","754039_GO_1901070_GUANOSINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS",17,-0.6658,0.89,0.97,-0.7591,0.82,1,-1.3199,0.12,0.63
"REACTOME:106329_REACT_13778_REGULATION_OF_GENE_EXPRESSION_IN_EARLY_PANCREATIC_PRECURSOR_CELLS","REACTOME","106329_REACT_13778_REGULATION_OF_GENE_EXPRESSION_IN_EARLY_PANCREATIC_PRECURSOR_CELLS",5,-0.6656,0.88,0.97,0.859,0.65,0.95,0.8967,0.61,1
"GO_BP:519039_GO_2000399_NEGATIVE_REGULATION_OF_THYMOCYTE_AGGREGATION","GO_BP","519039_GO_2000399_NEGATIVE_REGULATION_OF_THYMOCYTE_AGGREGATION",8,-0.6654,0.88,0.97,-1.5102,0.073,0.81,-0.6832,0.86,1
"GO_BP:492652_GO_0008340_DETERMINATION_OF_ADULT_LIFESPAN","GO_BP","492652_GO_0008340_DETERMINATION_OF_ADULT_LIFESPAN",11,-0.6651,0.89,0.97,-1.0591,0.37,0.96,-1.1554,0.27,0.74
"C3_MicroRNA_targets:C3_MIR_16_AGCGCTT_MIR_518F_MIR_518E_MIR_518A","C3_MicroRNA_targets","C3_MIR_16_AGCGCTT_MIR_518F_MIR_518E_MIR_518A",18,-0.6649,0.89,1,0.8281,0.68,1,-0.9152,0.61,1
"GO_MF:496600_GO_0016668_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_SULFUR_GROUP_OF_DONORS_NAD_P_AS_ACCEPTOR","GO_MF","496600_GO_0016668_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_SULFUR_GROUP_OF_DONORS_NAD_P_AS_ACCEPTOR",9,-0.6648,0.87,0.96,1.0933,0.35,0.8,-1.5818,0.038,0.36
"GO_CC:486685_GO_0000151_UBIQUITIN_LIGASE_COMPLEX","GO_CC","486685_GO_0000151_UBIQUITIN_LIGASE_COMPLEX",188,-0.6647,1,1,1.1005,0.23,0.64,-1.0439,0.34,0.99
"REACTOME:106477_REACT_12447_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK","REACTOME","106477_REACT_12447_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK",8,-0.6645,0.88,0.97,-0.5738,0.96,1,-1.3651,0.12,0.47
"C1_Positional:C1_ALL_86_CHR2P11","C1_Positional","C1_ALL_86_CHR2P11",53,-0.6643,0.97,0.98,1.0695,0.33,0.66,-0.8727,0.72,0.99
"C3_TF_targets:C3_TFT_470_V_E2F1_Q6_01","C3_TF_targets","C3_TFT_470_V_E2F1_Q6_01",236,-0.664,1,1,-0.7661,0.99,1,-1.3366,0.01,0.25
"GO_MF:496770_GO_0016881_ACID_AMINO_ACID_LIGASE_ACTIVITY","GO_MF","496770_GO_0016881_ACID_AMINO_ACID_LIGASE_ACTIVITY",21,-0.6636,0.93,0.96,-0.6944,0.88,1,0.7613,0.82,1
"GO_BP:507264_GO_0044257_CELLULAR_PROTEIN_CATABOLIC_PROCESS","GO_BP","507264_GO_0044257_CELLULAR_PROTEIN_CATABOLIC_PROCESS",444,-0.6636,1,0.97,1.3572,0,0.6,-0.9433,0.71,0.89
"GO_BP:506246_GO_0043174_NUCLEOSIDE_SALVAGE","GO_BP","506246_GO_0043174_NUCLEOSIDE_SALVAGE",15,-0.6633,0.9,0.97,0.5829,0.96,1,-1.024,0.42,0.83
"GO_BP:486616_GO_0000075_CELL_CYCLE_CHECKPOINT","GO_BP","486616_GO_0000075_CELL_CYCLE_CHECKPOINT",249,-0.6633,1,0.97,1.3844,0.0048,0.57,-1.1487,0.12,0.74
"C7_Immunologic_signatures:C7_ALL_1009_GSE22886_NAIVE_CD4_TCELL_VS_12H_ACT_TH2_UP","C7_Immunologic_signatures","C7_ALL_1009_GSE22886_NAIVE_CD4_TCELL_VS_12H_ACT_TH2_UP",199,-0.6632,1,1,-0.7469,0.99,1,-1.0395,0.35,0.63
